compound_name,chembl_id
CGP-12177,CHEMBL420746
quiflapon,CHEMBL16596
BIRT-377,CHEMBL367808
DSR-6434,CHEMBL2315158
aldoxorubicin,CHEMBL2107818
acrylate,CHEMBL3185326
pemetrexed,CHEMBL225072
sorbic-acid,CHEMBL250212
rabeprazole,CHEMBL1219
BTS,CHEMBL1625728
bromfenac,CHEMBL1077
S4,CHEMBL2047811
amflutizole,CHEMBL2106558
bupranolol,CHEMBL305380
chromanol-(+/-),CHEMBL4303705
epinephrine,CHEMBL679
GW-7647,CHEMBL21241
teijin-compound-1,CHEMBL255408
SN-38,CHEMBL837
cefathiamidine,CHEMBL4303356
moclobemide,CHEMBL86304
GNF-7,CHEMBL1214141
etosalamide,CHEMBL2104260
CIM-0216,CHEMBL4303225
metformin,CHEMBL1431
paritaprevir,CHEMBL3391662
fenigam,CHEMBL315818
arsanilic-acid,CHEMBL351769
norvancomycin,CHEMBL4303504
atizoram,CHEMBL1229569
taurocholate,CHEMBL224867
gestrinone,CHEMBL1868702
EDTMP,CHEMBL1208647
hematoporphyrin,CHEMBL317840
HTH-01-015,CHEMBL4303250
CPI-1189,CHEMBL4297369
diosmin,CHEMBL231884
SN-2,CHEMBL1430530
SAR405,CHEMBL3622372
natamycin,CHEMBL1200656
ethacridine-lactate-monohydrate,CHEMBL2355915
wiskostatin,CHEMBL1476463
1400W,CHEMBL107251
perospirone,CHEMBL1472975
o-mercapto-benzoic-acid,CHEMBL119888
CP-99994,CHEMBL441225
desoxypeganine,CHEMBL355821
taxifolin,CHEMBL66
oxyphencyclimine,CHEMBL1495
emedastine,CHEMBL594
IEM1754,CHEMBL4303647
pipemidic-acid,CHEMBL30116
NU-1025,CHEMBL123904
oxyfedrine,CHEMBL1651913
AS-1949490,CHEMBL2337806
chloroxylenol,CHEMBL398440
eplerenone,CHEMBL1095097
pyridoxine,CHEMBL1364
rofecoxib,CHEMBL122
cidofovir,CHEMBL152
LCL-161,CHEMBL2431768
nimorazole,CHEMBL435966
aminoglutethimide,CHEMBL488
PhiKan-083,CHEMBL1235116
Cilastatin Sodium,CHEMBL1201057
chloroxine,CHEMBL1200596
cycloheximide,CHEMBL123292
zamifenacin,CHEMBL27507
indirubin,CHEMBL1276127
morantel,CHEMBL1240978
SMER-28,CHEMBL494325
flucytosine,CHEMBL1463
lidocaine,CHEMBL79
VER-49009,CHEMBL365617
methylbenzethonium-chloride,CHEMBL1314065
haloprogin,CHEMBL1289
clofilium,CHEMBL9484
L-689560,CHEMBL287327
GABA-linoleamide,CHEMBL1513232
5-methylhydantoin-(D),CHEMBL1394088
doxercalciferol,CHEMBL1200810
ticlopidine,CHEMBL833
besifloxacin,CHEMBL1201760
tiabendazole,CHEMBL625
omecamtiv-mecarbil,CHEMBL1800955
digitoxigenin,CHEMBL1453
eupatilin,CHEMBL312750
phenyl-salicylate,CHEMBL1339216
MK-2048,CHEMBL1237018
TY-52156,CHEMBL4303550
alendronate,CHEMBL870
oxybutynin,CHEMBL1231
CCMQ,CHEMBL25599
SU9516,CHEMBL258805
mupirocin,CHEMBL719
TRV130,CHEMBL2443262
APD668,CHEMBL1775179
benzbromarone,CHEMBL388590
T-0070907,CHEMBL510698
darglitazone,CHEMBL55624
SN-6,CHEMBL1318259
XAV-939,CHEMBL1086580
ertugliflozin,CHEMBL1770248
bismuth-subcitrate-potassium,CHEMBL1201186
oxprenolol,CHEMBL546
diclazuril,CHEMBL284733
guanaben-acetate,CHEMBL420
DPPE,CHEMBL2107467
dapivirine,CHEMBL70663
cot-inhibitor-1,CHEMBL496594
cinchophen,CHEMBL348000
piromidic-acid,CHEMBL311350
SKI-II,CHEMBL1076555
etamsylate,CHEMBL1514715
PGL5001,CHEMBL3545213
Hygromycin B,CHEMBL5308478
tedizolid-phosphate,CHEMBL2105669
SPP301,CHEMBL3989834
SCH-28080,CHEMBL47529
betrixaban,CHEMBL512351
tazemetostat,CHEMBL3414621
methapyrilene,CHEMBL1411979
sitafloxacin,CHEMBL108821
tasimelteon,CHEMBL2103822
ethylnorepinephrine,CHEMBL31159
LY3023414,CHEMBL4297181
bicifadine,CHEMBL511099
MK-3207,CHEMBL1910936
PD-123319,CHEMBL321820
TRAM-39,CHEMBL118687
remodelin,CHEMBL399572
CP-640186,CHEMBL208943
vilazodone,CHEMBL439849
pyrvinium-pamoate,CHEMBL1201303
levallorphan,CHEMBL1254682
metocurine,CHEMBL1259
vindesine,CHEMBL3989543
CHIR-99021,CHEMBL412142
LY2811376,CHEMBL2333941
g-caryophyllene,CHEMBL445740
chlorphenesin,CHEMBL388751
tribenoside,CHEMBL3301681
citiolone,CHEMBL2104457
levopropoxyphene,CHEMBL1738990
K-MAP,CHEMBL4529495
BAY-60-7550,CHEMBL370962
RS-100329,CHEMBL56331
PF-06447475,CHEMBL3393348
ML348,CHEMBL600764
methimazole,CHEMBL1515
TCS-PIM-1-1,CHEMBL391586
oxotremorine-M,CHEMBL44674
irbesartan,CHEMBL1513
tiplaxtinin,CHEMBL325441
CHIR-124,CHEMBL377312
flutrimazole,CHEMBL2107430
proadifen,CHEMBL282567
buflomedil,CHEMBL188921
AS-703026,CHEMBL2107832
montelukast,CHEMBL787
xilobam,CHEMBL4303146
PSB-11,CHEMBL1625681
tropicamide,CHEMBL1200604
NNC-711,CHEMBL545050
PHA-767491,CHEMBL225519
bexarotene,CHEMBL1023
doxepin,CHEMBL1628227
mibampator,CHEMBL1277001
MDL-72832,CHEMBL12152
MRS-3777,CHEMBL363419
zebularine,CHEMBL504567
sitaxentan,CHEMBL282724
methylnaltrexone,CHEMBL1186579
KML29,CHEMBL3901007
triamterene,CHEMBL585
bacampicillin,CHEMBL1583
levomenthol,CHEMBL470670
thiorphan,CHEMBL10247
nabumetone,CHEMBL1070
epigallocatechin-gallate-(-),CHEMBL297453
PCI-34051,CHEMBL2170177
sennoside-A,CHEMBL5394285
oxcarbazepine,CHEMBL1068
dazoxiben,CHEMBL267473
aminopurvalanol-a,CHEMBL286721
nebracetam,CHEMBL2104682
digoxin,CHEMBL1751
zaltidine,CHEMBL70209
colforsin,CHEMBL52606
metoprolol,CHEMBL13
AZ-10417808,CHEMBL586058
biapenem,CHEMBL285347
sparfloxacin,CHEMBL850
tariquidar,CHEMBL348475
PD-158780,CHEMBL53753
A-839977,CHEMBL1628691
nalmefene,CHEMBL982
capobenic-acid,CHEMBL1418182
NTNCB,CHEMBL299879
PIT,CHEMBL1364808
Golgicide A,CHEMBL1256685
otilonium,CHEMBL1433361
SB-431542,CHEMBL440084
SDZ-WAG-994,CHEMBL117904
spautin-1,CHEMBL2391504
thioridazine,CHEMBL479
P5091,CHEMBL2159495
EPPTB,CHEMBL1669669
"trans-10,cis-12-conjugated-linoleic-acid",CHEMBL1093743
IC261,CHEMBL489156
2-octyldodecan-1-ol,CHEMBL1572050
romidepsin,CHEMBL343448
olprinone,CHEMBL1474900
DNQX,CHEMBL155265
tyrphostin-AG-825,CHEMBL118109
basic-fuchsin,CHEMBL220998
tolvaptan,CHEMBL344159
7-methoxytacrine,CHEMBL1256415
9-aminoacridine,CHEMBL43184
4EGI-1,CHEMBL3310197
ezutromid,CHEMBL1773683
CC-930,CHEMBL1950289
fenaclon,CHEMBL2106620
GSK429286A,CHEMBL375312
carbetapentane,CHEMBL73234
vorinostat,CHEMBL98
SB-271046,CHEMBL431298
alisertib,CHEMBL483158
hydrocortisone-hemisuccinate,CHEMBL977
captopril,CHEMBL1560
GTP-14564,CHEMBL406375
XD-14,CHEMBL3787231
quinethazone,CHEMBL1532
raltegravir,CHEMBL254316
etebenecid,CHEMBL1705586
HA-130,CHEMBL1173670
OT-R-antagonist-1,CHEMBL1254024
sulpiride,CHEMBL26
leucomethylene-blue,CHEMBL549963
tolazamide,CHEMBL817
acetophenazine,CHEMBL1085
GR-127935,CHEMBL15928
androstenone,CHEMBL1309552
NALTREXONE HYDROCHLORIDE,CHEMBL1201149
NPY-5RA972,CHEMBL325226
spaglumic-acid,CHEMBL1329032
bromperidol,CHEMBL28218
ergosterol,CHEMBL1232562
didox,CHEMBL367788
alizapride,CHEMBL290194
rilmenidine,CHEMBL289480
AS-2034178,CHEMBL4303234
fluorescein,CHEMBL1057
D-delta-tocopherol,CHEMBL1451395
GK921,CHEMBL1822336
pinaverium,CHEMBL1909324
somatostatin,CHEMBL1823872
carbachol,CHEMBL14
beta-hydroxybutyrate,CHEMBL1162496
TG-100713,CHEMBL244559
KP-1212,CHEMBL3086524
GW-9508,CHEMBL207881
PTC-209,CHEMBL468984
inositol-hexanicotinate,CHEMBL1094982
PF-04457845,CHEMBL1651534
serdemetan,CHEMBL2137530
genz-123346,CHEMBL1087641
nicardipine,CHEMBL1484
shikimic-acid,CHEMBL290345
NMS-1286937,CHEMBL1738758
STF-083010,CHEMBL1538026
morin,CHEMBL28626
azelnidipine,CHEMBL1275868
AMG900,CHEMBL2140408
drofenine,CHEMBL442444
CYPROTERONE,CHEMBL142130
NS-5806,CHEMBL4303239
zuclopenthixol,CHEMBL53904
EGF816,CHEMBL3787344
KPT-185,CHEMBL3898452
S-14506,CHEMBL1590266
pelitinib,CHEMBL607707
SB-657510,CHEMBL2348501
LGK-974,CHEMBL3188386
secoisolariciresinol-(-),CHEMBL368347
gallium-triquinolin-8-olate,CHEMBL4303465
bivalirudin,CHEMBL5314348
4-aminohippuric-acid,CHEMBL463
rupatadine,CHEMBL91397
niflumic-acid,CHEMBL63323
LPA2-antagonist-1,CHEMBL256470
JNJ-42165279,CHEMBL4297294
exenatide,CHEMBL5316203
CGP-78608,CHEMBL86313
UK-356618,CHEMBL117225
atosiban,CHEMBL382301
amrinone,CHEMBL12856
erlotinib,CHEMBL553
cianidanol,CHEMBL311498
tucatinib,CHEMBL3989868
urea,CHEMBL985
neostigmine,CHEMBL278020
phenindamine,CHEMBL278398
midostaurin,CHEMBL608533
carboplatin,CHEMBL1351
"2,3-DCPE",CHEMBL1356094
toltrazuril,CHEMBL2104931
cefoperazone,CHEMBL507674
vonoprazan,CHEMBL2079130
chlorophyllin-copper,CHEMBL2108919
siguazodan,CHEMBL1256712
aloperine,CHEMBL3329704
ornidazole,CHEMBL1449676
tolazoline,CHEMBL770
metipranolol,CHEMBL1291
piretanide,CHEMBL349803
dopamine,CHEMBL59
ZAPA,CHEMBL20562
desipramine,CHEMBL72
PF-431396,CHEMBL472212
L-(+)-rhamnose-monohydrate,CHEMBL4303317
acetyl-farnesyl-cysteine,CHEMBL1555989
APC-100,CHEMBL37676
ebrotidine,CHEMBL1742471
atglistatin,CHEMBL3823931
BIBX-1382,CHEMBL258940
sclareol,CHEMBL294740
eticlopride,CHEMBL8946
viloxazine,CHEMBL306700
CF102,CHEMBL431733
rutin,CHEMBL226335
BIBN4096,CHEMBL207197
gabexate,CHEMBL87563
uridine-triacetate,CHEMBL2107381
lovastatin,CHEMBL503
CEFUROXIME SODIUM,CHEMBL2146124
CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588
VT-464,CHEMBL3264610
lonidamine,CHEMBL1257030
isobutamben,CHEMBL1985617
cefprozil,CHEMBL3301800
adiporon,CHEMBL3393145
4-iodo-6-phenylpyrimidine,CHEMBL497802
vernakalant,CHEMBL2111112
Boceprevir,CHEMBL218394
DRF053-(R),CHEMBL215919
afloqualone,CHEMBL2105918
A-7,CHEMBL1331148
idebenone,CHEMBL252556
rimegepant,CHEMBL2178422
AP-18,CHEMBL593902
xenalipin,CHEMBL2104509
clonidine,CHEMBL134
rac-BHFF,CHEMBL2322946
fenofibric-acid,CHEMBL981
cyclopiazonic-acid,CHEMBL260580
I-BET-762,CHEMBL1232461
olmutinib,CHEMBL3786343
GSK-J4,CHEMBL3183531
MRS-1220,CHEMBL88147
iproniazid,CHEMBL92401
GBR-12935,CHEMBL26320
THZ1-R,CHEMBL4303279
L-cysteinesulfinic-acid,CHEMBL1160508
amorolfine,CHEMBL489411
ceforanide,CHEMBL1201046
phenformin,CHEMBL170988
SB-743921,CHEMBL2325429
gemcitabine-elaidate,CHEMBL3039516
chlorprothixene,CHEMBL908
nilotinib,CHEMBL255863
PP-1,CHEMBL306380
ursodeoxycholyltaurine,CHEMBL272427
torin-2,CHEMBL1765602
bumetanide,CHEMBL1072
L-quisqualic-acid,CHEMBL168279
quinine-ethyl-carbonate,CHEMBL3039178
delavirdine,CHEMBL593
JW-642,CHEMBL3356976
Abiraterone (CB-7598),CHEMBL254328
Tapentadol (hydrochloride),CHEMBL1201777
vigabatrin,CHEMBL89598
5-hydroxymethyl-tolterodine,CHEMBL3348932
TESTOSTERONE,CHEMBL386630
rufinamide,CHEMBL1201754
K02288,CHEMBL1230714
bismuth-subsalicylate,CHEMBL1120
BAY-K-8644-(+/-),CHEMBL513599
strychnine,CHEMBL227934
pantoprazole,CHEMBL1502
lerisetron,CHEMBL56900
phloretin,CHEMBL45068
carmofur,CHEMBL460499
palonosetron,CHEMBL1189679
ORG-25543,CHEMBL88588
thonzylamine,CHEMBL1623738
4-methylhistamine,CHEMBL275443
PRE-084,CHEMBL305881
silibinin,CHEMBL431701
epicatechin-gallate-(-),CHEMBL36327
lesinurad,CHEMBL2105720
DY131,CHEMBL192509
R112,CHEMBL515271
"5,7-dichlorokynurenic-acid",CHEMBL50267
aloxistatin,CHEMBL63440
rheochrysidin,CHEMBL42624
paricalcitol,CHEMBL1200622
zaltoprofen,CHEMBL1765291
NNC-05-2090,CHEMBL1446457
Gue-1654,CHEMBL4303495
CD-437,CHEMBL1180
diflunisal,CHEMBL898
bifonazole,CHEMBL277535
proquazone,CHEMBL268501
DG-172,CHEMBL2030550
KU-60019,CHEMBL2140173
decernotinib,CHEMBL3039513
"1,3-dipropyl-8-phenylxanthine",CHEMBL158507
TCN201,CHEMBL2333945
oxfendazole,CHEMBL42442
daclatasvir,CHEMBL2023898
GW-3965,CHEMBL59030
1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol,CHEMBL4303224
fluoromethylcholine,CHEMBL3707346
PFK-158,CHEMBL4303611
aminothiazole,CHEMBL344760
oxypurinol,CHEMBL859
piroximone,CHEMBL58355
clidinium,CHEMBL620
CITCO,CHEMBL458603
AZ-628,CHEMBL2144069
piclamilast,CHEMBL42126
dodecyl-sulfate,CHEMBL1204779
MK2-IN-1,CHEMBL1938681
cinchonidine,CHEMBL533841
amiprilose,CHEMBL1316321
RKI-1447,CHEMBL3218011
delta-tocotrienol,CHEMBL121305
broxyquinoline,CHEMBL223448
UNC1999,CHEMBL3414619
BAZ2-ICR,CHEMBL4296718
2-chloro-N6-cyclopentyladenosine,CHEMBL284969
BETAMETHASONE VALERATE,CHEMBL1497
epinastine,CHEMBL1106
SNX-2112,CHEMBL560895
oxacyclohexadecan-2-one,CHEMBL3560504
prazosin,CHEMBL2
VX-702,CHEMBL1090090
F-11440,CHEMBL2104230
ABT-724,CHEMBL440687
eptifibatide,CHEMBL1174
lanoconazole,CHEMBL1555126
sulfamethizole,CHEMBL1191
benztropine-mesylate,CHEMBL1201203
chiniofon,CHEMBL2104146
dyphylline,CHEMBL1752
trifluoperazine,CHEMBL422
talopram,CHEMBL299233
iodixanol,CHEMBL1200507
Ro-10-5824,CHEMBL1616116
nomifensine,CHEMBL273575
AMN-082,CHEMBL1387826
naftidrofuryl,CHEMBL1620794
targinine,CHEMBL256147
rolipram,CHEMBL63
norfluoxetine,CHEMBL1494
NLG919,CHEMBL3629569
JTE-607,CHEMBL4303719
dolutegravir,CHEMBL1229211
amprenavir,CHEMBL116
tenofovir,CHEMBL483
tepoxalin,CHEMBL316040
securinine,CHEMBL303062
acefylline,CHEMBL70246
dioscin,CHEMBL507001
eltoprazine,CHEMBL282614
Ro-3306,CHEMBL5305651
bosentan,CHEMBL957
CGP-7930,CHEMBL1256697
BIIB021,CHEMBL467399
BI-D1870,CHEMBL573107
hexylcaine,CHEMBL1197
SD-169,CHEMBL1435541
xylazine,CHEMBL297362
bendazac,CHEMBL1089221
ketoconazole,CHEMBL295698
efatutazone,CHEMBL3545280
valaciclovir,CHEMBL1349
cefotetan,CHEMBL474579
IKK-2-inhibitor,CHEMBL193093
CI-923,CHEMBL161500
L-monomethylarginine,CHEMBL256147
bazedoxifene,CHEMBL46740
tromaril,CHEMBL2106178
3-AQC,CHEMBL90769
tryptanthrin,CHEMBL306946
BETP,CHEMBL4303527
ADX-47273,CHEMBL381055
ZCL-278,CHEMBL4303380
famciclovir,CHEMBL880
candesartan,CHEMBL1016
L-cysteine,CHEMBL863
oxfenicine,CHEMBL1232077
A-803467,CHEMBL250699
gatifloxacin,CHEMBL31
argatroban,CHEMBL1166
ademetionine,CHEMBL1088977
defactinib,CHEMBL3137331
clindamycin-palmitate,CHEMBL1201289
copper-histidine,CHEMBL104875
kartogenin,CHEMBL3185782
BRD4770,CHEMBL3970748
A-784168,CHEMBL482834
resiquimod,CHEMBL383322
GW-5074,CHEMBL72365
ponesimod,CHEMBL1096146
VGX-1027,CHEMBL1320667
L-755507,CHEMBL12998
D-serine,CHEMBL285123
trans-4-hydroxycrotonic-acid,CHEMBL507046
fedratinib,CHEMBL1287853
creatinine,CHEMBL65567
MN-64,CHEMBL2431867
liothyronine,CHEMBL1544
AZ-12080282,CHEMBL2059865
dicyclohexylamine,CHEMBL1451838
talniflumate,CHEMBL1081506
PLX8394,CHEMBL4303729
guanosine,CHEMBL375655
imiloxan,CHEMBL347695
tenatoprazole,CHEMBL1475252
bropirimine,CHEMBL37387
edoxudine,CHEMBL318153
NGD-94-1,CHEMBL103772
higenamine,CHEMBL19344
ZK-93423,CHEMBL1518572
camylofine-chlorhydrate,CHEMBL4303602
methysergide,CHEMBL1065
nitromide,CHEMBL1437065
losmapimod,CHEMBL1088752
PIK-293,CHEMBL3182327
ARQ-621,CHEMBL4303449
EC-23,CHEMBL451835
lisinopril,CHEMBL1237
APY0201,CHEMBL4303292
afatinib,CHEMBL1173655
U-99194,CHEMBL16410
pindolol,CHEMBL500
10-DEBC,CHEMBL1398474
tazarotene,CHEMBL1657
AZD7545,CHEMBL1231132
RN-1747,CHEMBL4303584
2-APB,CHEMBL169233
IEM1460,CHEMBL1618199
cedrol,CHEMBL1974890
bretazenil,CHEMBL366947
clobetasol-propionate,CHEMBL1159650
wnt-c59,CHEMBL2139947
L-745870,CHEMBL267014
pyroxamide,CHEMBL353581
AMPA-(RS),CHEMBL14815
ICI-162846,CHEMBL1593717
AR-12,CHEMBL1650595
potassium-p-aminobenzoate,CHEMBL542
4BP-TQS,CHEMBL4303195
BMS-536924,CHEMBL401930
nilutamide,CHEMBL1274
AMG-487-(+/-),CHEMBL397983
pyrrolidine-1-carbonitrile,CHEMBL262697
spiramycin,CHEMBL453514
istaroxime,CHEMBL469045
HA-14-1,CHEMBL288542
orphenadrine,CHEMBL900
RS-504393,CHEMBL134074
adatanserin,CHEMBL1194252
PDP-EA,CHEMBL4303222
mirabegron,CHEMBL2095212
TAK-063,CHEMBL3989972
"3,4-DCPG-(+/-)",CHEMBL1331443
palbociclib,CHEMBL189963
iopromide,CHEMBL1725
trovirdine,CHEMBL39999
butenafine,CHEMBL990
TAK-733,CHEMBL1615025
erdafitinib,CHEMBL3545376
2-hydroxyflutamide,CHEMBL491
substance-P,CHEMBL235363
Cefonicid (sodium),CHEMBL1201005
cyclophosphamide,CHEMBL88
OTX015,CHEMBL3581647
IOX1,CHEMBL1230640
evacetrapib,CHEMBL2017179
ftaxilide,CHEMBL1308252
PF-04447943,CHEMBL2179105
BRL-54443,CHEMBL1371156
ambroxol,CHEMBL1477775
uridine,CHEMBL100259
blebbistatin-(+/-),CHEMBL1231358
retinol,CHEMBL986
TCS-21311,CHEMBL1650951
xylometazoline,CHEMBL312448
sacubitril,CHEMBL3137301
1-naphthyl-PP1,CHEMBL264406
PF-03882845,CHEMBL1215331
L-694247,CHEMBL39317
KW-2449,CHEMBL1908397
liothyronine-(isomer),CHEMBL557
lincomycin,CHEMBL1447
eprobemide,CHEMBL2104298
tetradecylthioacetic-acid,CHEMBL187734
pamabrom,CHEMBL2104825
gallamine-triethiodide,CHEMBL360055
edaravone,CHEMBL290916
tyrphostin-AG-1296,CHEMBL71191
radezolid,CHEMBL455461
hemomex-s,CHEMBL255683
cariporide,CHEMBL436559
CJ-033466,CHEMBL1671898
Olopatadine hydrochloride (Opatanol),CHEMBL1719
ICA-069673,CHEMBL2047521
etofylline-clofibrate,CHEMBL1318939
norcyclobenzaprine,CHEMBL1557167
arecaidine-propargyl-ester,CHEMBL128365
CGS-9896,CHEMBL507327
tiotropium,CHEMBL1900528
merimepodib,CHEMBL304087
ranitidine,CHEMBL2110372
O6-benzylguanine,CHEMBL407874
clofibric-acid,CHEMBL683
neo-gilurytmal,CHEMBL4303243
glutathione-monoisopropyl-ester,CHEMBL4303348
broxaterol,CHEMBL2105475
UK-5099,CHEMBL4303684
febuxostat,CHEMBL1164729
L-valine,CHEMBL43068
PRT062070,CHEMBL3991929
3-alpha-bis-(4-fluorophenyl)-methoxytropane,CHEMBL1552961
daminozide,CHEMBL2164243
BW-180C,CHEMBL340032
fusidic-acid,CHEMBL374975
perindoprilat,CHEMBL1201368
laquinimod,CHEMBL66092
curcumol,CHEMBL4303567
ozolinone,CHEMBL3989840
CG-400549,CHEMBL488937
"5-amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",CHEMBL2105116
MPEP,CHEMBL66654
Lu-AA-47070,CHEMBL1671940
serotonin,CHEMBL39
AD-5467,CHEMBL164603
BI-224436,CHEMBL3259907
picartamide,CHEMBL100424
N20C,CHEMBL1255662
acriflavine,CHEMBL5219995
NS-3623,CHEMBL4303572
YK-4-279,CHEMBL2011500
sulfamethoxazole,CHEMBL443
TAK-632,CHEMBL3125890
D-(+)-maltose,CHEMBL1908365
nicergoline,CHEMBL1372950
danofloxacin,CHEMBL157548
cinnarazine,CHEMBL1370236
captamine,CHEMBL1395579
tyrphostin-AG-835,CHEMBL261557
dexrazoxane,CHEMBL1738
S-trityl-L-cysteine,CHEMBL392695
allopurinol,CHEMBL1467
cyanopindolol,CHEMBL378501
D-64131,CHEMBL140220
procainamide,CHEMBL640
tyrphostin-AG-1478,CHEMBL7917
SB-200646,CHEMBL85194
yoda-1,CHEMBL4303374
metoxibutropate,CHEMBL4795894
sorbitol,CHEMBL1682
IOWH032,CHEMBL4297392
ZK-200775,CHEMBL19892
BQ-123,CHEMBL314691
dantron,CHEMBL53418
GR125487,CHEMBL471233
lactulose,CHEMBL296306
oseltamivir-phosphate,CHEMBL1229
GS-143,CHEMBL4303714
ML204,CHEMBL1459962
camicinal,CHEMBL489095
CPI-613,CHEMBL3186849
ranolazine,CHEMBL1404
KL-001,CHEMBL1498001
CYM-50358,CHEMBL1779732
etretinate,CHEMBL464
tamibarotene,CHEMBL25202
aptiganel,CHEMBL92484
PD-102807,CHEMBL59898
AZ-10606120,CHEMBL562308
NNC-63-0532,CHEMBL2088036
caroxazone,CHEMBL2104164
cridanimod,CHEMBL1569545
verubulin,CHEMBL492399
WY-16922,CHEMBL4303324
LY393558,CHEMBL4303390
busulfan,CHEMBL820
5-BDBD,CHEMBL2180179
butacaine,CHEMBL129529
melatonin,CHEMBL45
pivmecillinam,CHEMBL1525183
ADD-233089,CHEMBL1516308
luzindole,CHEMBL286615
balicatib,CHEMBL371064
rucinol,CHEMBL450195
fasudil,CHEMBL38380
ACTB-1003,CHEMBL3991934
broxuridine,CHEMBL222280
alpelisib,CHEMBL2396661
WZ-3146,CHEMBL1643976
hexoprenaline,CHEMBL1589896
Ro-4987655,CHEMBL1614766
stattic,CHEMBL1337170
phenacetin,CHEMBL16073
crizotinib-(S),CHEMBL1825141
benzotript,CHEMBL63544
dixanthogen,CHEMBL331743
carnosine,CHEMBL242948
fenoldopam,CHEMBL588
SD-208,CHEMBL238125
OC000459,CHEMBL560993
7-hydroxy-PIPAT,CHEMBL110239
pifithrin-mu,CHEMBL1241268
miltefosine,CHEMBL125
pralidoxime,CHEMBL1420
gadoteridol,CHEMBL1200593
SR-1078,CHEMBL3094387
Ulipristal acetate,CHEMBL260538
JNJ-63533054,CHEMBL3633720
N-alpha-methylhistamine-dihydrochloride,CHEMBL268490
bruceantin,CHEMBL509895
BD-1063,CHEMBL73824
aprepitant,CHEMBL1471
C34,CHEMBL4303607
CRT0044876,CHEMBL1870764
sulfamonomethoxine,CHEMBL462990
tivantinib,CHEMBL2103882
isoconazole,CHEMBL1571863
ML161,CHEMBL1411333
sulphadimethoxine,CHEMBL62193
etomidate,CHEMBL681
darunavir,CHEMBL1323
levocarnitine-propionate,CHEMBL1516469
LY255283,CHEMBL15766
pasireotide,CHEMBL3349607
talinolol,CHEMBL152067
ceftizoxim,CHEMBL528
actarit,CHEMBL1885632
AZD9496,CHEMBL3623004
brexpiprazole,CHEMBL2105760
tedizolid,CHEMBL1257051
ORG-12962,CHEMBL506999
pafuramidine,CHEMBL319669
clenbuterol,CHEMBL49080
ST-91,CHEMBL301717
azilsartan,CHEMBL57242
PHA-568487,CHEMBL2086586
eperezolid,CHEMBL47955
fadrozole,CHEMBL9298
SKLB1002,CHEMBL2180603
bisphenol-A,CHEMBL418971
stanozolol,CHEMBL2079587
thiophanate,CHEMBL2103777
D-LACTITOL MONOHYDRATE,CHEMBL1200429
palifosfamide,CHEMBL889
CCT-031374,CHEMBL4303205
droloxifene,CHEMBL487
radafaxine,CHEMBL1172928
Ro-04-5595,CHEMBL1624380
AG-556,CHEMBL440298
acamprosate,CHEMBL1201293
rifamycin-sv,CHEMBL437765
C-751,CHEMBL4303392
clopidol,CHEMBL446918
taurolidine,CHEMBL2105420
NM107,CHEMBL438605
ethacizin,CHEMBL1997663
iCRT-14,CHEMBL3589010
CX-5461,CHEMBL4303309
ICI-199441,CHEMBL38576
VU0361737,CHEMBL562551
hexachlorophene,CHEMBL496
"4-acetyl-1,1-dimethylpiperazinium",CHEMBL356911
ibuproxam,CHEMBL292707
trans-4-methoxycinnamic-acid,CHEMBL95770
acifran,CHEMBL278488
hydrochlorothiazide,CHEMBL435
Bardoxolone Methyl,CHEMBL1762621
7-chlorokynurenic-acid,CHEMBL311389
ISRIB,CHEMBL4303573
opicapone,CHEMBL1089318
micronomicin,CHEMBL373081
ASC-J9,CHEMBL128748
tiagabine,CHEMBL1027
decamethonium,CHEMBL1190
MKT-077,CHEMBL33859
beclomethasone-dipropionate,CHEMBL1200500
FCE-22250,CHEMBL4303726
fosfestrol,CHEMBL1200598
medroxyprogesterone-acetate,CHEMBL717
MLN9708,CHEMBL1813256
suritozole,CHEMBL278764
BET-BAY-002,CHEMBL3785668
doxofylline,CHEMBL1527608
WHI-P154,CHEMBL473773
bimatoprost,CHEMBL1200963
TG-101209,CHEMBL1995703
ditiocarb-sodium-trihydrate,CHEMBL961
thioperamide,CHEMBL260374
danoprevir,CHEMBL258734
WIKI4,CHEMBL4303453
"2,3-cis/exo-pinanediol",CHEMBL4303395
PHA-848125,CHEMBL564829
morinidazole,CHEMBL3884248
A61603,CHEMBL109783
UNC3230,CHEMBL4303547
gemcadiol,CHEMBL2105082
AZD8330,CHEMBL3182621
UNC0646,CHEMBL1829304
hyperin,CHEMBL251254
tegaserod,CHEMBL76370
tolcapone,CHEMBL1324
niridazole,CHEMBL152632
CPI-169,CHEMBL3605457
ZM-447439,CHEMBL202721
repsox,CHEMBL185238
dexniguldipine,CHEMBL2051956
olsalazine,CHEMBL425
sulbactam-pivoxil,CHEMBL423875
zalcitabine,CHEMBL853
binimetinib,CHEMBL3187723
NSC-319726,CHEMBL1976486
atenolol-(+/-),CHEMBL24
oleandrin,CHEMBL4285883
VUF10166,CHEMBL261010
GW-788388,CHEMBL202887
WP1130,CHEMBL1923233
vanitiolide,CHEMBL1380480
secnidazole,CHEMBL498847
