rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroE6_relevant,mechanistic_rationale,compound_name,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%),in_prior,in_cpe,prior_norm,cpe_norm
2503.0,CHEMBL1201234,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,mephentermine,False,10000.0,2.65,True,True,0.00016176162350994616,0.09977989728539988
3138.0,CHEMBL1201236,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carbidopa,False,10000.0,-0.52,True,True,0.0,0.08039863047199806
2931.0,CHEMBL1201237,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,levobunolol,False,8.33,3.6,True,True,9.637605515575127e-06,0.10558816336512596
2931.0,CHEMBL1201237,3.3262186921623e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,levobunolol,False,8.33,3.6,True,True,9.637605515575127e-06,0.10558816336512596
3139.0,CHEMBL1201243,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,iopodic-acid,False,833.33,0.26,True,True,0.0,0.08516752262166791
3140.0,CHEMBL1201247,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,goserelin-acetate,False,10000.0,5.2,True,True,0.0,0.1153705062362436
1700.0,CHEMBL1201256,0.0115402572094577,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trimethobenzamide,False,100.0,2.21,True,True,0.003343750270993855,0.09708975299584251
3141.0,CHEMBL1201262,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dipivefrine,False,8.33,3.76,True,True,0.0,0.10656639765223773
2096.0,CHEMBL1201264,0.002221395877859,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methantheline,False,1.0,7.35,True,True,0.000643641899288717,0.12851552946930792
856.0,CHEMBL1201265,0.0485600980084402,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methylprednisolone-sodium-succinate,False,8.33,2.8,True,True,0.014070123215463437,0.10069699192956715
3142.0,CHEMBL1201266,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,lodoxamide,False,8.33,1.86,True,True,0.0,0.09494986549278553
3143.0,CHEMBL1201270,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methenamine,False,8.33,0.58,True,True,0.0,0.08712399119589143
1668.0,CHEMBL1201271,0.0118608655400639,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,buclizine,False,10000.0,2.38,True,True,0.003436645444202715,0.09812912692589877
3144.0,CHEMBL1201272,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rimantadine,False,1.0,-2.29,True,True,0.0,0.06957691367082416
3145.0,CHEMBL1201281,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chloramphenicol-sodium-succinate,False,833.33,3.18,True,True,0.0,0.1030202983614576
893.0,CHEMBL1201284,0.046869121179153,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cinacalcet,False,8.33,2.9,True,True,0.013580168431220016,0.101308388359012
2218.0,CHEMBL1201286,0.0016631093460811,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxyphenonium,False,833.33,0.58,True,True,0.0004818802757787419,0.08712399119589143
1594.0,CHEMBL1201288,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dantrolene,False,10000.0,1.97,True,True,0.0038300630213670816,0.09562240156517487
3146.0,CHEMBL1201289,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clindamycin-palmitate,False,833.33,-0.74,True,True,0.0,0.07905355832721939
3147.0,CHEMBL1201291,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ioxaglic-acid,False,1.0,1.6,True,True,0.0,0.09336023477622891
3148.0,CHEMBL1201293,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acamprosate,False,8.33,1.47,True,True,0.0,0.09256541941795061
3149.0,CHEMBL1201300,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,iothalamic-acid-d3,False,833.33,0.31,True,True,0.0,0.08547322083639033
433.0,CHEMBL1201303,0.1096608465166419,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pyrvinium-pamoate,False,8.33,-0.84,True,True,0.03177385725483911,0.07844216189777453
2756.0,CHEMBL1201313,0.0001663109346081,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clofedanol,False,10000.0,2.42,True,True,4.8188027577871295e-05,0.09837368549767671
3150.0,CHEMBL1201314,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,valganciclovir,False,833.33,8.72,True,True,0.0,0.1368916605527024
3151.0,CHEMBL1201319,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,metaraminol,False,1.0,5.57,True,True,0.0,0.11763267302518957
3152.0,CHEMBL1201320,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,esomeprazole,False,10000.0,0.21,True,True,0.0,0.08486182440694548
3153.0,CHEMBL1201322,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thonzonium,False,100.0,3.19,True,True,0.0,0.10308143800440207
3154.0,CHEMBL1201323,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,betazole,False,100.0,2.63,True,True,0.0,0.09965761799951091
3155.0,CHEMBL1201327,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acetriazoic-acid,False,8.33,0.54,True,True,0.0,0.08687943262411349
3156.0,CHEMBL1201334,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,triptorelin,False,8.33,2.79,True,True,0.0,0.10063585228662267
3157.0,CHEMBL1201336,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fosphenytoin,False,100.0,13.5,True,True,0.0,0.16611640988016635
1941.0,CHEMBL1201338,0.0033729936425208,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyclopentolate,False,8.33,1.59,True,True,0.000977313434313781,0.09329909513328444
1522.0,CHEMBL1201340,0.0152338591825847,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,diphemanil,False,833.33,2.17,True,True,0.004413958878516496,0.09684519442406458
997.0,CHEMBL1201342,0.038776654577689,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,metixene,True,10000.0,42.19,True,True,0.011235403760855661,0.3415260454878944
2097.0,CHEMBL1201354,0.002221395877859,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tridihexethyl,False,100.0,-0.23,True,True,0.000643641899288717,0.08217168011738812
762.0,CHEMBL1201356,0.0551017409692457,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methylergometrine,False,8.33,0.44,True,True,0.015965542011243148,0.08626803619466863
3158.0,CHEMBL1201368,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,perindoprilat,False,1.0,4.13,True,True,0.0,0.10882856444118369
1082.0,CHEMBL1201392,0.0355193568378755,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,flumethasone,False,100.0,1.45,True,True,0.01029161282079906,0.09244314013206163
1101.0,CHEMBL12014,0.0353639519568204,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,harmane,False,833.33,4.38,True,True,0.010246584785140036,0.11035705551479581
3159.0,CHEMBL1201469,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,gramicidin,False,10000.0,2.22,True,True,0.0,0.09715089263878701
3160.0,CHEMBL1201492,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Sevelamer HCl,False,833.33,0.69,True,True,0.0,0.08779652726828076
3161.0,CHEMBL1201528,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,vasopressin,False,1.0,3.02,True,True,0.0,0.10204206407434584
2249.0,CHEMBL1201746,0.0015189732027541,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pralatrexate,False,1.0,1.9,True,True,0.0004401173185445926,0.09519442406456348
1669.0,CHEMBL1201747,0.0118608655400639,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,alcaftadine,False,833.33,0.36,True,True,0.003436645444202715,0.08577891905111275
740.0,CHEMBL1201749,0.0561138910319753,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,difluprednate,False,10000.0,6.96,True,True,0.016258809048979958,0.126131083394473
132.0,CHEMBL1201752,0.355641843808299,0.1839526778318788,0.0,1.2263511855458586,0.0,,Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,,False,Relevant pathways: Aggrephagy; Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,ixabepilone,False,8.33,0.38,True,True,0.10304601448884308,0.08590119833700173
2021.0,CHEMBL1201753,0.0027841224072301,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pitavastatin,False,10000.0,6.01,True,True,0.0008066899969981846,0.1203228173147469
1900.0,CHEMBL1201754,0.0038743767553266,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rufinamide,False,10000.0,3.51,True,True,0.0011225874857397906,0.10503790657862559
3162.0,CHEMBL1201758,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bepotastine,False,8.33,2.31,True,True,0.0,0.09770114942528738
3163.0,CHEMBL1201760,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,besifloxacin,False,833.33,2.48,True,True,0.0,0.09874052335534361
2219.0,CHEMBL1201764,0.0016631093460811,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fesoterodine,False,10000.0,0.84,True,True,0.0004818802757787419,0.08871362191244804
787.0,CHEMBL1201772,0.0529059717866355,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,prasugrel,False,1.0,2.32,True,True,0.015329325359730764,0.09776228906823185
2637.0,CHEMBL1201774,0.0003698125761448,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sapropterin,False,8.33,2.62,True,True,0.00010715193598004902,0.0995964783565664
1297.0,CHEMBL1201777,0.0278819683794064,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Tapentadol (hydrochloride),False,833.33,3.03,True,True,0.00807870549436942,0.1021032037172903
3164.0,CHEMBL1201784,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,hexaminolevulinate,False,10000.0,5.39,True,True,0.0,0.11653215945218881
647.0,CHEMBL1201794,0.067962524289827,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,riboflavin-5-phosphate-sodium,False,8.33,3.45,True,True,0.019691910231021136,0.10467106872095869
741.0,CHEMBL1201891,0.0561138910319753,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Deflazacort (Calcort),False,1.0,2.25,True,True,0.016258809048979958,0.09733431156762046
3165.0,CHEMBL1204779,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dodecyl-sulfate,False,8.33,3.45,True,True,0.0,0.10467106872095869
3165.0,CHEMBL1204779,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dodecyl-sulfate,False,8.33,3.45,True,True,0.0,0.10467106872095869
3166.0,CHEMBL1206232,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,fosbretabulin,False,8.33,0.77,True,True,0.0,0.08828564441183664
2625.0,CHEMBL1206245,0.0003959048442941,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,briciclib,False,8.33,1.56,True,True,0.0001147120819206061,0.09311567620445098
3167.0,CHEMBL1206440,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyclamic-acid,False,8.33,1.15,True,True,0.0,0.0906089508437271
951.0,CHEMBL1206690,0.0416368082279159,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,parecoxib,False,100.0,1.66,True,True,0.012064123551883583,0.09372707263389583
3168.0,CHEMBL120735,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-452533,False,8.33,2.65,True,True,0.0,0.09977989728539988
3169.0,CHEMBL1208,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cinoxacin,False,1.0,0.52,True,True,0.0,0.08675715333822452
1595.0,CHEMBL1208422,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rose-bengal,False,100.0,3.14,True,True,0.0038300630213670816,0.10277573978967963
1595.0,CHEMBL1208422,0.0132186643178563,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rose-bengal,False,100.0,3.14,True,True,0.0038300630213670816,0.10277573978967963
3170.0,CHEMBL1208647,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,EDTMP,False,833.33,2.43,True,True,0.0,0.0984348251406212
2845.0,CHEMBL1209431,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,TCN238,False,8.33,3.79,True,True,2.8562114790464e-05,0.10674981658107119
3171.0,CHEMBL1209885,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dynasore,False,8.33,1.05,True,True,0.0,0.08999755441428224
958.0,CHEMBL121,0.0410452097070545,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rosiglitazone,False,10000.0,1.48,True,True,0.011892709892851036,0.0926265590608951
3172.0,CHEMBL1210710,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-399885,False,833.33,5.17,True,True,0.0,0.11518708730741015
3173.0,CHEMBL1210954,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,balofloxacin,False,10000.0,2.43,True,True,0.0,0.0984348251406212
3174.0,CHEMBL1212994,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VU10010,False,1.0,1.18,True,True,0.0,0.09079236977256054
3175.0,CHEMBL121305,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,delta-tocotrienol,False,833.33,7.95,True,True,0.0,0.13218390804597704
835.0,CHEMBL12131,0.049507593793599,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,closantel,False,10000.0,5.87,True,True,0.014344656896202703,0.1194668623135241
3176.0,CHEMBL1213178,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,allopurinol-riboside,False,100.0,2.88,True,True,0.0,0.10118610907312303
3177.0,CHEMBL1213327,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,coenzyme-A,False,10000.0,2.93,True,True,0.0,0.10149180728784546
2285.0,CHEMBL1213492,0.0013215643156078,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,givinostat,False,8.33,-0.88,True,True,0.0003829187650018631,0.07819760332599658
825.0,CHEMBL1213583,0.050046768082139,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,gestodene,False,8.33,1.99,True,True,0.014500880812246882,0.09574468085106384
3178.0,CHEMBL1213633,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,methoxyamine,False,1.0,0.67,True,True,0.0,0.08767424798239179
3179.0,CHEMBL1214,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,carbenicillin,False,1.0,2.76,True,True,0.0,0.10045243335778921
1983.0,CHEMBL1214066,0.0030592572622075,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,UNC0321,False,833.33,2.99,True,True,0.0008864093853265985,0.10185864514551236
3180.0,CHEMBL1214124,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Perampanel,False,100.0,4.1,True,True,0.0,0.10864514551235022
274.0,CHEMBL1214141,0.2327894725191236,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,GNF-7,False,100.0,1.12,True,True,0.06744995780357604,0.09042553191489362
1216.0,CHEMBL1214186,0.0336771003235616,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sinefungin,False,10000.0,-7.24,True,True,0.009757825262413542,0.03931279041330399
2804.0,CHEMBL1214192,0.0001133100774251,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bemegride,False,833.33,1.29,True,True,3.2831209497306965e-05,0.09146490584494989
126.0,CHEMBL1214827,0.3594011229008068,0.1867731344987043,0.0,1.245154229991362,0.0,,Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: Aggrephagy; Chaperone Mediated Autophagy; Regulation of actin dynamics for phagocytic cup formation,AT13387,False,10000.0,0.31,True,True,0.1041352528182984,0.08547322083639033
201.0,CHEMBL1215,0.3104688799963935,0.2168684790029854,0.0,1.4457898600199028,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,phenylephrine,False,8.33,1.75,True,True,0.08995730188511832,0.0942773294203962
3181.0,CHEMBL12152,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MDL-72832,False,1.0,2.83,True,True,0.0,0.1008804108584006
1385.0,CHEMBL1215331,0.0216484766666824,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PF-03882845,True,100.0,18.27,True,True,0.006272572474511167,0.19528001956468577
908.0,CHEMBL1215661,0.0447092009862794,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pruvanserin,False,1.0,3.23,True,True,0.012954338902539558,0.10332599657618001
661.0,CHEMBL121626,0.0647206145542875,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolfenamic-acid,False,100.0,1.25,True,True,0.018752577912858944,0.09122034727317194
1777.0,CHEMBL1218,0.0073829920658714,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ramelteon,False,1.0,0.77,True,True,0.002139196837031595,0.08828564441183664
752.0,CHEMBL1219,0.0556422045207175,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rabeprazole,False,100.0,2.14,True,True,0.016122139486836246,0.09666177549523113
939.0,CHEMBL122,0.04228107516262,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,rofecoxib,False,1.0,1.64,True,True,0.012250797704669684,0.09360479334800687
3182.0,CHEMBL1220,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tinidazole,False,833.33,4.13,True,True,0.0,0.10882856444118369
1393.0,CHEMBL1221,0.0214573037323703,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,sulconazole,False,8.33,2.09,True,True,0.006217180767089872,0.0963560772805087
2345.0,CHEMBL1221601,0.0011050811231518,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGK-733,False,100.0,0.28,True,True,0.0003201934963789828,0.08528980190755688
2923.0,CHEMBL1221984,4.98932803824345e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,purmorphamine,False,833.33,2.43,True,True,1.4456408273362692e-05,0.0984348251406212
3183.0,CHEMBL12221,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,1-ethyl-2-pyrrolidone,False,100.0,3.54,True,True,0.0,0.10522132550745907
3184.0,CHEMBL1222250,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dextrose,False,1.0,0.5,True,True,0.0,0.08663487405233555
3185.0,CHEMBL1222251,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,inositol,False,10000.0,2.84,True,True,0.0,0.10094155050134508
3186.0,CHEMBL1222381,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ISX-9,False,1.0,6.0,True,True,0.0,0.12026167767180243
3187.0,CHEMBL1223381,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,VU0364439,False,833.33,2.48,True,True,0.0,0.09874052335534361
1333.0,CHEMBL1224,0.0248744568495886,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,acrivastine,False,833.33,6.14,True,True,0.007207289258983973,0.12111763267302521
2846.0,CHEMBL122413,9.8576186740776e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SB-366791,False,833.33,-0.56,True,True,2.8562114790464e-05,0.08015407190022011
3188.0,CHEMBL1224151,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,E-2012,False,8.33,3.55,True,True,0.0,0.10528246515040353
3189.0,CHEMBL122622,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LUF-5834,False,100.0,1.83,True,True,0.0,0.09476644656395208
3190.0,CHEMBL1228,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxyphenbutazone,False,10000.0,10.95,True,True,0.0,0.15052580092932258
3191.0,CHEMBL1229,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oseltamivir-phosphate,False,10000.0,0.67,True,True,0.0,0.08767424798239179
