phase,status,disease_id,disease_name,chembl_id,drug_name,gene_symbol,smiles
3.0,Not yet recruiting,EFO_0001361,pulmonary arterial hypertension,CHEMBL4650333,SERALUTINIB,CSF1R,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
3.0,Completed,EFO_0004288,colonic neoplasm,CHEMBL101253,VATALANIB,CSF1R,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
3.0,Recruiting,MONDO_0004992,cancer,CHEMBL3545370,EMACTUZUMAB,CSF1R,
2.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL4297713,CABIRALIZUMAB,CSF1R,
2.0,Recruiting,EFO_0000183,Hodgkins lymphoma,CHEMBL4594608,AXATILIMAB,CSF1R,
2.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL482968,ENMD-2076,CSF1R,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL3674570,EDICOTINIB,CSF1R,CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1
1.0,Terminated,EFO_0000616,neoplasm,CHEMBL3644252,ARRY-382,CSF1R,Cc1cccc(Cn2nc(C3CC3)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C)CC6)ccn45)cccc32)n1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL2109323,IMC-CS4,CSF1R,
1.0,Completed,EFO_0002618,pancreatic carcinoma,CHEMBL2109322,AMG-820,CSF1R,
1.0,Completed,EFO_0000685,rheumatoid arthritis,CHEMBL3639728,PLX-5622,CSF1R,COc1ncc(F)cc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1
1.0,Terminated,MONDO_0024686,"tenosynovial giant cell tumor, diffuse type",CHEMBL3545381,PLX-7486,CSF1R,
4.0,,EFO_0000616,neoplasm,CHEMBL24828,VANDETANIB,RET,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
4.0,,EFO_0000616,neoplasm,CHEMBL1738797,ALECTINIB,RET,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,RET,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,RET,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,RET,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,RET,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0000616,neoplasm,CHEMBL4559134,SELPERCATINIB,RET,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1
4.0,,EFO_0000616,neoplasm,CHEMBL4582651,PRALSETINIB,RET,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1
4.0,,EFO_0003060,non-small cell lung carcinoma,CHEMBL3707320,ALECTINIB HYDROCHLORIDE,RET,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,RET,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,"Active, not recruiting",EFO_0000220,acute lymphoblastic leukemia,CHEMBL603469,LESTAURTINIB,RET,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
3.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL576982,QUIZARTINIB,RET,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL572881,MOTESANIB,RET,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
2.0,Completed,EFO_0000555,irritable bowel syndrome,CHEMBL4650296,BOS-589,RET,
1.0,Completed,EFO_0000616,neoplasm,CHEMBL2029988,CEP-32496,RET,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,PRKD3,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
2.0,Terminated,EFO_0000574,lymphoma,CHEMBL574737,UCN-01,PRKD3,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
2.0,Completed,EFO_0000729,ulcerative colitis,CHEMBL565612,SOTRASTAURIN,PRKD3,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
1.0,Withdrawn,MONDO_0004992,cancer,CHEMBL494089,GSK-690693,PRKD3,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OC[C@H]3CCCNC3)c21
4.0,,EFO_0000182,hepatocellular carcinoma,CHEMBL2103868,CABOZANTINIB S-MALATE,KDR,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000222,acute myeloid leukemia,CHEMBL608533,MIDOSTAURIN,KDR,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
4.0,,EFO_0000616,neoplasm,CHEMBL24828,VANDETANIB,KDR,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,KDR,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0000616,neoplasm,CHEMBL2105717,CABOZANTINIB,KDR,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,KDR,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000691,sarcoma,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,KDR,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
4.0,,EFO_0000717,systemic scleroderma,CHEMBL3039504,NINTEDANIB ESYLATE,KDR,CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
4.0,,EFO_0000616,neoplasm,CHEMBL1743062,RAMUCIRUMAB,KDR,
4.0,,EFO_0000616,neoplasm,CHEMBL1289601,LENVATINIB,KDR,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
4.0,,EFO_0000616,neoplasm,CHEMBL1289926,AXITINIB,KDR,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
4.0,,EFO_0002892,thyroid carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,KDR,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,KDR,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL2105704,LENVATINIB MESYLATE,KDR,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,KDR,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
4.0,,EFO_0004142,colorectal neoplasm,CHEMBL4303214,FRUQUINTINIB,KDR,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,KDR,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL223360,LINIFANIB,KDR,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL3186534,RIVOCERANIB,KDR,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
3.0,Recruiting,EFO_0000182,hepatocellular carcinoma,CHEMBL4303201,CATEQUENTINIB,KDR,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
3.0,Recruiting,EFO_0000178,gastric carcinoma,CHEMBL3545414,RIVOCERANIB MESYLATE,KDR,CS(=O)(=O)O.N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1
3.0,Terminated,EFO_0000182,hepatocellular carcinoma,CHEMBL274654,ORANTINIB,KDR,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
3.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL377300,BRIVANIB,KDR,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
3.0,Completed,EFO_0000519,glioblastoma multiforme,CHEMBL491473,CEDIRANIB,KDR,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
3.0,Completed,EFO_0000365,colorectal adenocarcinoma,CHEMBL1278146,FAMITINIB,KDR,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,CHEMBL477772,PAZOPANIB,KDR,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
3.0,,EFO_0000616,neoplasm,CHEMBL4297190,SURUFATINIB,KDR,Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1
3.0,,EFO_0000616,neoplasm,CHEMBL502835,NINTEDANIB,KDR,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
3.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL1289494,TIVOZANIB,KDR,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
3.0,Completed,EFO_0000681,renal cell carcinoma,CHEMBL522892,DOVITINIB,KDR,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
3.0,Unknown status,EFO_0000681,renal cell carcinoma,CHEMBL3545427,CM-082,KDR,
3.0,Recruiting,EFO_0000702,small cell lung carcinoma,CHEMBL5095033,IBCASERTIB,KDR,COc1ccc2c(Oc3ccc4c(C(=O)Nc5ccccc5N)cccc4c3)ccnc2c1
3.0,Completed,EFO_0004288,colonic neoplasm,CHEMBL101253,VATALANIB,KDR,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL572881,MOTESANIB,KDR,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
3.0,Completed,MONDO_0005575,colorectal cancer,CHEMBL270995,BRIVANIB ALANINATE,KDR,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1
3.0,Completed,MONDO_0005575,colorectal cancer,CHEMBL276711,SEMAXANIB,KDR,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
2.0,Completed,EFO_0000182,hepatocellular carcinoma,CHEMBL482968,ENMD-2076,KDR,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
2.0,Recruiting,EFO_0000196,metastatic prostate cancer,CHEMBL2010872,CEP-11981,KDR,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3
2.0,Terminated,EFO_0000222,acute myeloid leukemia,CHEMBL5314391,XL-999,KDR,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
2.0,Completed,EFO_0000365,colorectal adenocarcinoma,CHEMBL2108356,PEGDINETANIB,KDR,
2.0,Completed,EFO_0000616,neoplasm,CHEMBL1230609,FORETINIB,KDR,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2.0,Completed,EFO_0000519,glioblastoma multiforme,CHEMBL4298119,OLINVACIMAB,KDR,
2.0,Completed,EFO_0002618,pancreatic carcinoma,CHEMBL52885,ENMD-981693,KDR,Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21
2.0,Completed,EFO_0003060,non-small cell lung carcinoma,CHEMBL3989914,GLESATINIB,KDR,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1
2.0,Terminated,EFO_0003839,retinopathy,CHEMBL3545401,X-82,KDR,
2.0,Terminated,EFO_0000702,small cell lung carcinoma,CHEMBL2220486,LUCITANIB,KDR,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12
2.0,Completed,EFO_0003869,breast neoplasm,CHEMBL1721885,SU-014813,KDR,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
2.0,Completed,EFO_0001645,coronary artery disease,CHEMBL2108557,TELBERMIN,KDR,
2.0,Terminated,EFO_0009606,macular degeneration,CHEMBL403989,TG100-801,KDR,Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12
2.0,Completed,EFO_0003060,non-small cell lung carcinoma,CHEMBL3545396,BMS-690514,KDR,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
2.0,Terminated,EFO_0003060,non-small cell lung carcinoma,CHEMBL3984441,NINGETINIB,KDR,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C
2.0,Completed,EFO_1000760,rosacea,CHEMBL4080062,BFH-772,KDR,O=C(Nc1cccc(C(F)(F)F)c1)c1cccc2cc(Oc3cc(CO)ncn3)ccc12
2.0,Completed,MONDO_0002158,fallopian tube cancer,CHEMBL253969,OSI-632,KDR,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1
2.0,Terminated,MONDO_0004992,cancer,CHEMBL1980297,ILORASERTIB,KDR,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
2.0,Completed,MONDO_0001056,gastric cancer,CHEMBL2079588,TELATINIB,KDR,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,CHEMBL3545402,XL-820,KDR,
1.0,Completed,EFO_0000222,acute myeloid leukemia,CHEMBL5314406,4SC-203,KDR,COc1ccc(C)cc1NC(=O)Nc1nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2s1
1.0,Completed,EFO_0000519,glioblastoma multiforme,CHEMBL587723,AEE-788,KDR,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1
1.0,Withdrawn,EFO_0000616,neoplasm,CHEMBL3545050,BMS-817378,KDR,
1.0,Completed,EFO_0000616,neoplasm,CHEMBL1980391,RG-1530,KDR,COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2
1.0,Completed,EFO_0000616,neoplasm,CHEMBL558752,RAF-265,KDR,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
1.0,Completed,EFO_0000616,neoplasm,CHEMBL1738697,PF-00337210,KDR,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12
1.0,Completed,EFO_0000616,neoplasm,CHEMBL2180604,TAK-593,KDR,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL3039525,GOLVATINIB,KDR,CN1CCN(C2CCN(C(=O)Nc3cc(Oc4ccc(NC(=O)C5(C(=O)Nc6ccc(F)cc6)CC5)c(F)c4)ccn3)CC2)CC1
1.0,Terminated,EFO_0000616,neoplasm,CHEMBL482967,CYC-116,KDR,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL1614710,OSI-930,KDR,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12
1.0,Completed,EFO_0000616,neoplasm,CHEMBL3545155,JI-101,KDR,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1
1.0,Terminated,EFO_0000616,neoplasm,CHEMBL3545365,ALTIRATINIB,KDR,O=C(Nc1cc(Oc2cc(F)c(NC(=O)C3(C(=O)Nc4ccc(F)cc4)CC3)cc2F)ccn1)C1CC1
1.0,Terminated,MONDO_0004992,cancer,CHEMBL1277072,HENATINIB,KDR,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,RAF1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0002892,thyroid carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,RAF1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,RAF1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Recruiting,EFO_0000756,melanoma,CHEMBL4583691,NAPORAFENIB,RAF1,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1
3.0,Recruiting,MONDO_0021637,low grade glioma,CHEMBL3348923,TOVORAFENIB,RAF1,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1
2.0,Recruiting,EFO_0000616,neoplasm,CHEMBL3977543,BELVARAFENIB,RAF1,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12
1.0,Completed,EFO_0000616,neoplasm,CHEMBL5314407,ARQ-736,RAF1,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)([O-])[O-])c5)nc5occn45)n3)C2)n1.[Na+].[Na+]
1.0,Completed,EFO_0000616,neoplasm,CHEMBL5316167,ARQ-736 FREE ACID,RAF1,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1
1.0,Completed,EFO_0000641,papillary thyroid carcinoma,CHEMBL3545027,XL-281,RAF1,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1
1.0,Terminated,EFO_0000756,melanoma,CHEMBL3577124,LY-3009120,RAF1,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1
4.0,,EFO_0000616,neoplasm,CHEMBL3301612,ENCORAFENIB,BRAF,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1
4.0,Completed,EFO_0000616,neoplasm,CHEMBL1229517,VEMURAFENIB,BRAF,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
4.0,,EFO_0000616,neoplasm,CHEMBL1946170,REGORAFENIB,BRAF,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
4.0,,EFO_0000756,melanoma,CHEMBL2105729,DABRAFENIB MESYLATE,BRAF,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1.CS(=O)(=O)O
4.0,,EFO_0000616,neoplasm,CHEMBL2028663,DABRAFENIB,BRAF,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
4.0,,EFO_0002892,thyroid carcinoma,CHEMBL1200485,SORAFENIB TOSYLATE,BRAF,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,CHEMBL1336,SORAFENIB,BRAF,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
3.0,Recruiting,EFO_0000756,melanoma,CHEMBL4583691,NAPORAFENIB,BRAF,Cc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1-c1cc(OCCO)nc(N2CCOCC2)c1
3.0,Recruiting,MONDO_0021637,low grade glioma,CHEMBL3348923,TOVORAFENIB,BRAF,C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1
2.0,Recruiting,EFO_0000616,neoplasm,CHEMBL3977543,BELVARAFENIB,BRAF,Cc1ccc2c(Nc3cccc(Cl)c3F)nccc2c1NC(=O)c1csc2c(N)ncnc12
2.0,Recruiting,MONDO_0004992,cancer,CHEMBL4303729,PLIXORAFENIB,BRAF,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12
1.0,Recruiting,EFO_0000616,neoplasm,CHEMBL4209157,LIFIRAFENIB,BRAF,O=C1CCc2c(Oc3ccc4c(c3)[C@@H]3[C@H](O4)[C@H]3c3nc4cc(C(F)(F)F)ccc4[nH]3)ccnc2N1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL5314407,ARQ-736,BRAF,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)([O-])[O-])c5)nc5occn45)n3)C2)n1.[Na+].[Na+]
1.0,Completed,EFO_0000616,neoplasm,CHEMBL5316167,ARQ-736 FREE ACID,BRAF,Cn1ccc(S(=O)(=O)N2CCC[C@@H](Nc3nccc(-c4c(-c5cccc(OCOP(=O)(O)O)c5)nc5occn45)n3)C2)n1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL2029988,CEP-32496,BRAF,COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC
1.0,Completed,EFO_0000641,papillary thyroid carcinoma,CHEMBL3545027,XL-281,BRAF,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1
1.0,Terminated,EFO_0000756,melanoma,CHEMBL3577124,LY-3009120,BRAF,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1
1.0,Completed,EFO_0000616,neoplasm,CHEMBL558752,RAF-265,BRAF,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
4.0,,EFO_0000616,neoplasm,CHEMBL1289601,LENVATINIB,FLT1,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL535,SUNITINIB,FLT1,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
4.0,,EFO_0000691,sarcoma,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,FLT1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1289926,AXITINIB,FLT1,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL1567,SUNITINIB MALATE,FLT1,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
4.0,,EFO_0000681,renal cell carcinoma,CHEMBL2105704,LENVATINIB MESYLATE,FLT1,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O.CS(=O)(=O)O
