chembl_id,drug_names,smiles,entity_types,entity_ids,max_phase,statuses,is_known_from_kg,n_entities,norm_drug_names,overlap_name_with_known,filter_reason
CHEMBL1201832,ROMIPLOSTIM,,protein|pathway,MPL|R-HSA-76009,4.0,Completed,False,2,romiplostim,False,
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,moa,Glucocorticoid receptor agonist,,,False,1,deflazacort,False,
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,moa,Adrenergic receptor beta antagonist,,,False,1,dilevalol,False,
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,moa,DNA disrupting agent,,,False,1,tinidazole,False,
CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,protein|pathway|moa,BRAF|R-HSA-5673000|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-9649948|R-HSA-9656223|R-HSA-5674135|R-HSA-5674499|R-HSA-5675221|R-HSA-6802948|R-HSA-9726840|R-HSA-9726842|R-HSA-1295596|R-HSA-170968|R-HSA-170984|R-HSA-187706|Serine/threonine-protein kinase B-raf inhibitor,4.0,Completed,False,18,vemurafenib,False,
CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,protein|pathway,FLT3|KIT|PDGFRB|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,2.0,Completed,False,67,foretinib,False,
CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,protein|pathway,JAK2|R-HSA-5673001|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772,1.0,Terminated,False,39,azd 1480,False,
CHEMBL1234,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,moa,Iron chelating agent,,,False,1,deferoxamine,False,
CHEMBL1237054,PLICAMYCIN,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,moa,DNA inhibitor,,,False,1,plicamycin,False,
CHEMBL124660,TANDUTINIB,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,protein|pathway,FLT3|KIT|PDGFRB|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-1433557|R-HSA-9670439|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-2028269|R-HSA-9673770,2.0,Completed,False,50,tandutinib,False,
CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,protein|pathway|moa,RARG|RARA|RARB|R-HSA-383280|R-HSA-5362517|R-HSA-5617472|R-HSA-9616222|R-HSA-4090294|R-HSA-9839394|Retinoic acid receptor agonist,4.0,"Active, not recruiting",False,10,adapalene,False,
CHEMBL12713,SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,moa,Adrenergic receptor alpha-1 antagonist,,,False,1,sertindole,False,
CHEMBL1277072,HENATINIB,Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,protein|pathway,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,1.0,Terminated,False,8,henatinib,False,
CHEMBL1278146,FAMITINIB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,protein|pathway|moa,FLT3|KIT|PDGFRB|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269|Platelet-derived growth factor receptor inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Vascular endothelial growth factor receptor 2 inhibitor,3.0,Completed,False,71,famitinib,False,
CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,protein|pathway|moa,FLT3|JAK2|R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-69231|R-HSA-983231|R-HSA-877300|R-HSA-6785807|R-HSA-9674555|R-HSA-9705462|R-HSA-512988|R-HSA-912526|R-HSA-1059683|R-HSA-110056|R-HSA-112411|R-HSA-1170546|R-HSA-1433557|R-HSA-2586552|R-HSA-3214858|R-HSA-5673000|R-HSA-6788467|R-HSA-6802946|R-HSA-6802952|R-HSA-6802955|R-HSA-877312|R-HSA-8854691|R-HSA-8984722|R-HSA-9006335|R-HSA-9020591|R-HSA-9020933|R-HSA-9020956|R-HSA-9027276|R-HSA-9027277|R-HSA-9027283|R-HSA-9027284|R-HSA-9649948|R-HSA-9656223|R-HSA-9670439|R-HSA-9679191|R-HSA-9732724|R-HSA-982772|Tyrosine-protein kinase receptor FLT3 inhibitor,4.0,,False,67,fedratinib,False,
CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,protein|pathway|moa,KIT|PDGFRB|KDR|FLT4|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269|R-HSA-9673770|Vascular endothelial growth factor receptor inhibitor,3.0,Completed,False,37,tivozanib,False,
CHEMBL1289601,LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,protein|pathway,KDR|FLT4|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,4.0,,False,10,lenvatinib,False,
CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,protein|pathway|moa,KDR|FLT4|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|Vascular endothelial growth factor receptor inhibitor,4.0,,False,11,axitinib,False,
CHEMBL1292,CLOFAZIMINE,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,moa,DNA inhibitor,,,False,1,clofazimine,False,
CHEMBL134561,ICLAPRIM,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,moa,Bacterial dihydrofolate reductase inhibitor,,,False,1,iclaprim,False,
CHEMBL1351,CARBOPLATIN,,moa,DNA inhibitor,,,False,1,carboplatin,False,
CHEMBL137,METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,moa,DNA inhibitor,,,False,1,metronidazole,False,
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,moa,Glucocorticoid receptor agonist,,,False,1,budesonide,False,
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,moa,DNA inhibitor,,,False,1,lamivudine,False,
CHEMBL1413,CICLOPIROX,Cc1cc(C2CCCCC2)n(O)c(=O)c1,moa,Iron chelating agent,,,False,1,ciclopirox,False,
CHEMBL1448,NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,moa,DNA inhibitor,,,False,1,niclosamide,False,
CHEMBL1451,TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,moa,Glucocorticoid receptor agonist,,,False,1,triamcinolone,False,
CHEMBL1455,ALTRETAMINE,CN(C)c1nc(N(C)C)nc(N(C)C)n1,moa,DNA inhibitor,,,False,1,altretamine,False,
CHEMBL1473,FLUTICASONE PROPIONATE,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,moa,Glucocorticoid receptor agonist,,,False,1,fluticasone propionate,False,
CHEMBL1475,TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,moa,DNA inhibitor,,,False,1,trioxsalen,False,
CHEMBL1483,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,moa,Tubulin inhibitor,,,False,1,albendazole,False,
CHEMBL1488,URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,moa,DNA inhibitor,,,False,1,uracil mustard,False,
CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,moa,Glucocorticoid receptor agonist,,,False,1,betamethasone valerate,False,
CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,moa,Glucocorticoid receptor agonist,,,False,1,fluocinonide,False,
CHEMBL1504,TRIAMCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,moa,Glucocorticoid receptor agonist,,,False,1,triamcinolone acetonide,False,
CHEMBL1512,FLUNISOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,moa,Glucocorticoid receptor agonist,,,False,1,flunisolide,False,
CHEMBL1542,AZATHIOPRINE,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,moa,Amidophosphoribosyltransferase inhibitor|DNA inhibitor,,,False,2,azathioprine,False,
CHEMBL1549,HYDROCORTISONE CYPIONATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1,moa,Glucocorticoid receptor agonist,,,False,1,hydrocortisone cypionate,False,
CHEMBL1554,DACTINOMYCIN,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,moa,DNA inhibitor,,,False,1,dactinomycin,False,
CHEMBL1558,PRAZOSIN HYDROCHLORIDE,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,moa,Adrenergic receptor alpha-1 antagonist,,,False,1,prazosin,False,
CHEMBL1567,SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,protein|pathway|moa,FLT3|KIT|PDGFRB|RET|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269|Macrophage colony stimulating factor receptor inhibitor|Platelet-derived growth factor receptor inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase receptor FLT3 inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Vascular endothelial growth factor receptor inhibitor,4.0,Completed,False,78,sunitinib malate,False,
CHEMBL1585,PIPOBROMAN,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,moa,DNA inhibitor,,,False,1,pipobroman,False,
CHEMBL1614710,OSI-930,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,protein|pathway,KIT|KDR|FLT4|R-HSA-1257604|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-5218921|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-9673770,1.0,Completed,False,32,osi 930,False,
CHEMBL1619,CLADRIBINE,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,moa,DNA inhibitor,,,False,1,cladribine,False,
CHEMBL1637,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,protein|pathway|moa,POLA1|POLE|POLA2|PRIM1|POLE2|POLD4|PRIM2|POLD3|POLD1|POLE3|POLD2|R-HSA-113501|R-HSA-174411|R-HSA-174430|R-HSA-68952|R-HSA-68962|R-HSA-69091|R-HSA-69166|R-HSA-69183|R-HSA-69205|R-HSA-9710421|R-HSA-110314|R-HSA-5651801|R-HSA-5656169|R-HSA-5685942|R-HSA-5696400|R-HSA-6782135|R-HSA-6782210|R-HSA-174414|R-HSA-174417|R-HSA-5358565|R-HSA-5358606|R-HSA-2564830|DNA polymerase (alpha/delta/epsilon) inhibitor|Ribonucleoside-diphosphate reductase RR1 inhibitor,4.0,,False,35,gemcitabine,False,
CHEMBL1643,RIBAVIRIN,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,moa,RNA inhibitor,,,False,1,ribavirin,False,
CHEMBL1650,CORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,moa,Glucocorticoid receptor agonist,,,False,1,cortisone,False,
CHEMBL1657,TAZAROTENE,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,protein|pathway|moa,RARG|RARA|RARB|R-HSA-383280|R-HSA-5362517|R-HSA-5617472|R-HSA-9616222|R-HSA-4090294|R-HSA-9839394|Retinoic acid receptor agonist,4.0,Completed,False,10,tazarotene,False,
CHEMBL1676,FLUTICASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF,moa,Glucocorticoid receptor agonist,,,False,1,fluticasone furoate,False,
CHEMBL1683,HYDROCORTISONE BUTYRATE,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,moa,Glucocorticoid receptor agonist,,,False,1,hydrocortisone butyrate,False,
CHEMBL1683544,ERIBULIN MESYLATE,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C.CS(=O)(=O)O,moa,Tubulin inhibitor,,,False,1,eribulin,False,
CHEMBL1721885,SU-014813,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,protein|pathway,FLT3|KIT|PDGFRB|KDR|FLT4|PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-109704|R-HSA-9607240|R-HSA-9645135|R-HSA-9702509|R-HSA-9702518|R-HSA-9702569|R-HSA-9702577|R-HSA-9702581|R-HSA-9702590|R-HSA-9702596|R-HSA-9702600|R-HSA-9702605|R-HSA-9702614|R-HSA-9702620|R-HSA-9702624|R-HSA-9702632|R-HSA-9702636|R-HSA-9702998|R-HSA-9703009|R-HSA-9703648|R-HSA-9706369|R-HSA-9706374|R-HSA-9706377|R-HSA-5218921|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-1433557|R-HSA-9670439|R-HSA-4420097|R-HSA-1433559|R-HSA-8866910|R-HSA-9669914|R-HSA-9669917|R-HSA-9669921|R-HSA-9669924|R-HSA-9669926|R-HSA-9669929|R-HSA-9669933|R-HSA-9669934|R-HSA-9669935|R-HSA-9669936|R-HSA-9680187|R-HSA-9856649|R-HSA-195399|R-HSA-9013695|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|R-HSA-2028269,2.0,Completed,False,67,su 014813,False,
CHEMBL1738697,PF-00337210,CNC(=O)c1c(C)oc2cc(Oc3ccnc4cc(OCCN5CCOCC5)ccc34)ccc12,protein|pathway,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768,1.0,Completed,False,8,pf 00337210,False,
CHEMBL1738757,REBASTINIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1,protein|pathway,ABL1|R-HSA-2029482|R-HSA-428890|R-HSA-525793|R-HSA-5663213|R-HSA-5685938|R-HSA-5693565|R-HSA-69231|R-HSA-8939236|R-HSA-8940973|R-HSA-9664422|R-HSA-983231|R-HSA-9841922|R-HSA-9860927,1.0,Terminated,False,14,rebastinib,False,
CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,protein|pathway,RET|R-HSA-5673001|R-HSA-8853659|R-HSA-9768919|R-HSA-9830364|R-HSA-9830674,4.0,,False,6,alectinib,False,
CHEMBL1742994,BRENTUXIMAB VEDOTIN,,moa,Tubulin inhibitor,,,False,1,brentuximab vedotin,False,
CHEMBL1743039,MAVRILIMUMAB,,protein|pathway,CSF2RA|R-HSA-5673001|R-HSA-512988|R-HSA-5683826|R-HSA-5688849|R-HSA-5688890|R-HSA-912526,2.0,Terminated,False,7,mavrilimumab,False,
CHEMBL1743043,MOXETUMOMAB PASUDOTOX,,moa,Elongation factor 2 inhibitor,,,False,1,moxetumomab pasudotox,False,
CHEMBL1743047,NECITUMUMAB,,moa,Epidermal growth factor receptor erbB1 inhibitor,,,False,1,necitumumab,False,
CHEMBL1743049,OLARATUMAB,,protein|pathway,PDGFRA|R-HSA-1257604|R-HSA-186763|R-HSA-186797|R-HSA-2219530|R-HSA-5673001|R-HSA-6811558|R-HSA-9673767|R-HSA-9673770|R-HSA-9674396|R-HSA-9674401|R-HSA-9674403|R-HSA-9674404|R-HSA-9674428|R-HSA-2028269,4.0,,False,15,olaratumab,False,
CHEMBL1743052,OPORTUZUMAB MONATOX,,moa,Elongation factor 2 inhibitor,,,False,1,oportuzumab monatox,False,
CHEMBL1743062,RAMUCIRUMAB,,protein|pathway|moa,KDR|R-HSA-5218921|R-HSA-4420097|R-HSA-195399|R-HSA-9856530|R-HSA-194306|R-HSA-216083|R-HSA-9673768|Vascular endothelial growth factor receptor 2 inhibitor,4.0,,False,9,ramucirumab,False,
CHEMBL1743082,TRASTUZUMAB EMTANSINE,,moa,Tubulin inhibitor,,,False,1,trastuzumab emtansine,False,
CHEMBL1766,DESOXIMETASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,moa,Glucocorticoid receptor agonist,,,False,1,desoximetasone,False,
CHEMBL1773,CAPECITABINE,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,moa,DNA inhibitor|RNA inhibitor,,,False,2,capecitabine,False,
