chembl_id,compound_name,SMILES,found_in,num_proteins,num_pathways,num_moas,proteins_list,pathways_list,moas_list,total_support_count,source_edges,evidence_pubmed_ids,multi_entity_support,support_from_multiple_entity_types
CHEMBL3301607,FILGOTINIB,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,"mechanisms,pathways",0,28,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,29,,,True,True
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,"mechanisms,pathways",0,27,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,28,,,True,True
CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,pathways,0,27,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,,27,,,True,False
CHEMBL2103743,TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL4298167,FILGOTINIB MALEATE,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1.O=C(O)/C=C\C(=O)O,"mechanisms,pathways",0,28,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,29,,,True,True
CHEMBL5315119,UPADACITINIB HEMIHYDRATE,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12.O,"mechanisms,pathways",0,28,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,29,,,True,True
CHEMBL1795071,RUXOLITINIB PHOSPHATE,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,"mechanisms,pathways",0,27,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,28,,,True,True
CHEMBL3622821,UPADACITINIB,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL4297477,BREPOCITINIB,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,22,,,True,True
CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL3137308,PEFICITINIB,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL3622820,ITACITINIB,N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,"mechanisms,pathways",0,19,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,20,,,True,True
CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,"mechanisms,pathways",0,27,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,28,,,True,True
CHEMBL4297507,DELGOCITINIB,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL4577523,GOLIDOCITINIB,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,"mechanisms,pathways",0,19,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,20,,,True,True
CHEMBL4594275,GUSACITINIB,N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL4650343,IZENCITINIB,Cc1cc(Nc2cc3ncccc3c(N[C@@H]3C[C@H]4CC[C@@H](C3)N4CCC#N)n2)n[nH]1,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL3301606,SOLCITINIB,CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,"mechanisms,pathways",0,19,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,20,,,True,True
CHEMBL3545225,INCB-047986,,"mechanisms,pathways",0,19,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,20,,,True,True
CHEMBL4116008,CERDULATINIB,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-449836;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,Tyrosine-protein kinase JAK1 inhibitor,22,,,True,True
CHEMBL4802163,NEZULCITINIB,CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,pathways,0,28,0,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-449836;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6783783;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-909733;R-HSA-912694;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9705671;R-HSA-9725370;R-HSA-9833109,,28,,,True,False
CHEMBL2035187,PACRITINIB,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL5095049,PACRITINIB CITRATE,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1.Cl.Cl.O,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL603469,LESTAURTINIB,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL2107823,GANDOTINIB,Cc1cc(Nc2cc(CN3CCOCC3)c3nc(C)c(Cc4ccc(Cl)cc4F)n3n2)n[nH]1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL495727,AT-9283,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,"mechanisms,pathways",0,22,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9860927,Tyrosine-protein kinase JAK2 inhibitor,23,,,True,True
CHEMBL1944698,ZOTIRACICLIB,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL3545328,XL-019,O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL4303389,NS-018,C[C@H](Nc1cc(-c2cnn(C)c2)cc(Nc2cnccn2)n1)c1ccc(F)cc1,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL3545215,BMS-911543,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,"mechanisms,pathways",0,21,1,,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-8854691;R-HSA-8984722;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462,Tyrosine-protein kinase JAK2 inhibitor,22,,,True,True
CHEMBL2159122,ELUXADOLINE,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL607,MEPERIDINE,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL651,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL656,OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL688,FENTANYL CITRATE,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL70,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL895,NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL1200825,METHADONE HYDROCHLORIDE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL1200890,OXYCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl,"mechanisms,pathways",0,3,1,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,Mu opioid receptor agonist,4,,,True,True
CHEMBL1201132,NALBUPHINE HYDROCHLORIDE,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
CHEMBL1201149,NALTREXONE HYDROCHLORIDE,Cl.O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,pathways,0,3,0,,R-HSA-375276;R-HSA-418594;R-HSA-6785807,,3,,,True,False
