rank,chembl_id,composite_final,direct_antiviral_score,focus_protein_score,focus_pathway_score,focus_moa_score,focus_protein_hits,focus_pathways,focus_moas,veroE6_relevant,mechanistic_rationale,compound_name,infection_rate_pct,is_AB_hit,n_ab_reps,prior_score_norm,ab_infection_rate_pct_mean,ab_score_norm,ab_score_norm_filled,combined_score,new_rank
712,CHEMBL639,0.0579434387448212,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,azelastine,72.0,False,1.0,0.0167889142753705,72.0,0.46311475409836067,0.46311475409836067,0.23995183418686558,197
4699,CHEMBL4303639,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,neurodazine,70.0,False,1.0,0.0,70.0,0.4795081967213115,0.4795081967213115,0.23975409836065575,198
292,CHEMBL3813873,0.2101022346945628,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pexidartinib,77.5,False,1.0,0.06087640781702924,77.5,0.4180327868852459,0.4180327868852459,0.23945459735113758,199
1272,CHEMBL1275868,0.0299249154650049,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,azelnidipine,71.5,False,1.0,0.008670642463113734,71.5,0.4672131147540983,0.4672131147540983,0.23794187860860602,200
3597,CHEMBL1628565,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LY344864,70.5,False,1.0,0.0,70.5,0.47540983606557374,0.47540983606557374,0.23770491803278687,201
1036,CHEMBL268868,0.0368230808042917,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGP-52411,72.0,False,1.0,0.010669362405308552,72.0,0.46311475409836067,0.46311475409836067,0.23689205825183463,202
2649,CHEMBL3545360,0.0003482158325695,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ASP3026,71.0,False,1.0,0.00010089435299279014,71.0,0.4713114754098361,0.4713114754098361,0.23570618488141443,203
3623,CHEMBL167731,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pixantrone,71.0,False,1.0,0.0,71.0,0.4713114754098361,0.4713114754098361,0.23565573770491804,204
3734,CHEMBL1908325,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,selamectin,71.0,False,1.0,0.0,71.0,0.4713114754098361,0.4713114754098361,0.23565573770491804,204
3908,CHEMBL2107467,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,DPPE,71.0,False,1.0,0.0,71.0,0.4713114754098361,0.4713114754098361,0.23565573770491804,204
5155,CHEMBL990,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,butenafine,71.0,False,1.0,0.0,71.0,0.4713114754098361,0.4713114754098361,0.23565573770491804,204
42,CHEMBL1171837,0.7329716977705181,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,ponatinib,97.0,False,1.0,0.21237605614564697,97.0,0.2581967213114754,0.2581967213114754,0.2352863887285612,208
1751,CHEMBL1087641,0.0090103745729189,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,genz-123346,71.5,False,1.0,0.0026107253827291,71.5,0.4672131147540983,0.4672131147540983,0.23491192006841372,209
2505,CHEMBL127643,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dimethisoquin,71.5,False,1.0,0.00016176162350994616,71.5,0.4672131147540983,0.4672131147540983,0.23368743818880414,210
170,CHEMBL496,0.336312136230002,0.0836942454359654,0.0,0.5579616362397696,0.0,,Aggrephagy,,False,Relevant pathways: Aggrephagy,hexachlorophene,83.5,False,1.0,0.09744529747014503,83.5,0.3688524590163934,0.3688524590163934,0.23314887824326921,211
23,CHEMBL231813,0.9821340379015682,0.8881462329658749,1.3472281941114777,0.981138174697081,0.0,"CTSB,CTSK,CTSL,CTSS",Endosomal/Vacuolar pathway,,True,"Host protein hits: CTSB,CTSK,CTSL,CTSS | Relevant pathways: Endosomal/Vacuolar pathway",telaprevir,106.5,False,1.0,0.2845699966456796,106.5,0.180327868852459,0.180327868852459,0.2324489327490693,212
3587,CHEMBL1624380,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Ro-04-5595,72.0,False,1.0,0.0,72.0,0.46311475409836067,0.46311475409836067,0.23155737704918034,213
291,CHEMBL3348846,0.2116210824367849,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AZD4547,79.5,False,1.0,0.06131648878381146,79.5,0.4016393442622951,0.4016393442622951,0.23147791652305327,214
633,CHEMBL178334,0.0696801547490335,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Y-134,74.5,False,1.0,0.020189587813868433,74.5,0.4426229508196722,0.4426229508196722,0.2314062693167703,215
545,CHEMBL1584,0.0799851311770677,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,piperacetazine,75.0,False,1.0,0.02317541968038745,75.0,0.4385245901639344,0.4385245901639344,0.23085000492216093,216
1947,CHEMBL408430,0.0033527956791997,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AM-1241,72.5,False,1.0,0.0009714611431470725,72.5,0.4590163934426229,0.4590163934426229,0.22999392729288498,217
4019,CHEMBL237352,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tie2-kinase-inhibitor,72.5,False,1.0,0.0,72.5,0.4590163934426229,0.4590163934426229,0.22950819672131145,218
25,CHEMBL218394,0.9572639587719496,0.8881462329658749,1.3472281941114777,0.981138174697081,0.0,"CTSB,CTSK,CTSL,CTSS",Endosomal/Vacuolar pathway,,True,"Host protein hits: CTSB,CTSK,CTSL,CTSS | Relevant pathways: Endosomal/Vacuolar pathway",Boceprevir,106.5,False,2.0,0.2773639758161656,106.5,0.180327868852459,0.180327868852459,0.2288459223343123,219
436,CHEMBL92870,0.1075791503785226,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,lidoflazine,76.5,False,1.0,0.031170692879936034,76.5,0.42622950819672134,0.42622950819672134,0.22870010053832868,220
2166,CHEMBL1552961,0.0018414221659203,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,3-alpha-bis-(4-fluorophenyl)-methoxytropane,73.0,False,1.0,0.0005335458087765997,73.0,0.45491803278688525,0.45491803278688525,0.22772578929783094,221
37,CHEMBL24828,0.820446222858153,0.2292958458477202,0.0,1.5286389723181348,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,vandetanib,102.0,False,1.0,0.23772150223562913,102.0,0.21721311475409832,0.21721311475409832,0.22746730849486374,222
301,CHEMBL2035187,0.1970046889149513,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pacritinib,80.0,False,1.0,0.05708143848012064,80.0,0.39754098360655743,0.39754098360655743,0.22731121104333904,223
270,CHEMBL1765508,0.2362363849199718,0.2102994524510134,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,AV-608,81.5,False,1.0,0.06844868894667244,81.5,0.38524590163934425,0.38524590163934425,0.22684729529300834,224
99,CHEMBL1401,0.4198537260428467,0.2553516694093644,0.0,1.7023444627290965,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,nitazoxanide,88.0,False,1.0,0.12165118894256602,88.0,0.3319672131147541,0.3319672131147541,0.22680920102866003,225
1055,CHEMBL392525,0.036369536275036,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CCT129202,74.5,False,1.0,0.010537949420738015,74.5,0.4426229508196722,0.4426229508196722,0.22658045012020508,226
487,CHEMBL506,0.0929368699207391,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,primaquine,76.5,False,1.0,0.02692814192461098,76.5,0.42622950819672134,0.42622950819672134,0.22657882506066615,227
1927,CHEMBL569864,0.0035332434258406,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BIX-01294,73.5,False,1.0,0.001023745263923536,73.5,0.4508196721311475,0.4508196721311475,0.2259217086975355,228
12,CHEMBL572878,1.2893678518225051,0.3638038509630142,0.0360726078658958,2.293092777578477,0.0,AAK1,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,,True,Host protein hits: AAK1 | Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy,tozasertib,119.0,False,1.0,0.3735899491398653,119.0,0.07786885245901642,0.07786885245901642,0.22572940079944087,229
2437,CHEMBL2364624,0.0007453193736141,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LCQ908,73.5,False,1.0,0.00021595375321935555,73.5,0.4508196721311475,0.4508196721311475,0.22551781294218343,230
2519,CHEMBL325238,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,4-PPBP,73.5,False,1.0,0.00016176162350994616,73.5,0.4508196721311475,0.4508196721311475,0.22549071687732872,231
3483,CHEMBL1500276,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,oxelaidin,73.5,False,1.0,0.0,73.5,0.4508196721311475,0.4508196721311475,0.22540983606557374,232
4497,CHEMBL4294155,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,XL019,73.5,False,1.0,0.0,73.5,0.4508196721311475,0.4508196721311475,0.22540983606557374,232
45,CHEMBL72365,0.7047257703152155,0.5787584721314006,0.0,3.858389814209338,0.0,,Macroautophagy; PINK1-PRKN Mediated Mitophagy; Pexophagy,,False,Relevant pathways: Macroautophagy; PINK1-PRKN Mediated Mitophagy; Pexophagy,GW-5074,98.5,False,1.0,0.20419189474708324,98.5,0.24590163934426235,0.24590163934426235,0.22504676704567278,234
1997,CHEMBL1779046,0.0030397943047816,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tarafenacin,74.0,False,1.0,0.0008807700596178213,74.0,0.44672131147540983,0.44672131147540983,0.22380104076751384,235
54,CHEMBL10,0.5966587322976851,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,SB-203580,95.0,False,1.0,0.1728798380833478,95.0,0.27459016393442626,0.27459016393442626,0.22373500100888705,236
18,CHEMBL506247,1.1471191634354851,1.011709959763137,1.8394726541147943,0.0,0.0,TMPRSS2,,,False,Host protein hits: TMPRSS2,tannic-acid,114.5,False,1.0,0.33237387555419085,114.5,0.11475409836065575,0.11475409836065575,0.2235639869574233,237
2881,CHEMBL1708510,9.5628787399665e-05,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CID-2745687,74.0,False,1.0,2.7708115857278167e-05,74.0,0.44672131147540983,0.44672131147540983,0.22337450979563356,238
756,CHEMBL1172,0.0554078657910775,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,desloratadine,76.0,False,1.0,0.016054240637051864,76.0,0.430327868852459,0.430327868852459,0.22319105474475542,239
988,CHEMBL415087,0.0392635452117259,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cloperastine,75.5,False,1.0,0.011376478665856131,75.5,0.43442622950819676,0.43442622950819676,0.22290135408702644,240
28,CHEMBL428690,0.9522201344436249,0.3041876426607421,0.0360726078658958,1.8956513888966624,0.0,AAK1,FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy; Regulation of actin dynamics for phagocytic cup formation,,True,Host protein hits: AAK1 | Relevant pathways: FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy; Regulation of actin dynamics for phagocytic cup formation,alvocidib,108.0,False,1.0,0.2759025448741534,108.0,0.16803278688524592,0.16803278688524592,0.22196766587969965,241
460,CHEMBL531,0.101282539311607,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,pergolide,78.0,False,1.0,0.029346271241908146,78.0,0.41393442622950816,0.41393442622950816,0.22164034873570815,242
2370,CHEMBL20377,0.0010366542930377,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BD-1008,74.5,False,1.0,0.0003003670551147656,74.5,0.4426229508196722,0.4426229508196722,0.22146165893739347,243
4786,CHEMBL459505,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,talarozole,74.5,False,1.0,0.0,74.5,0.4426229508196722,0.4426229508196722,0.2213114754098361,244
32,CHEMBL1738757,0.903076895240996,0.2292958458477202,0.0,1.5286389723181348,0.0,,ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: ER-Phagosome pathway; FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,rebastinib,106.5,False,1.0,0.26166345848129235,106.5,0.180327868852459,0.180327868852459,0.22099566366687567,245
48,CHEMBL3301607,0.6335800605802075,0.2843477083344994,0.0,1.8956513888966624,0.0,,FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; PINK1-PRKN Mediated Mitophagy; Regulation of actin dynamics for phagocytic cup formation,filgotinib,97.0,False,1.0,0.18357766736127418,97.0,0.2581967213114754,0.2581967213114754,0.2208871943363748,246
3334,CHEMBL134859,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,PNU-89843,75.0,False,1.0,0.0,75.0,0.4385245901639344,0.4385245901639344,0.2192622950819672,247
540,CHEMBL1161,0.0812339804335256,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MOMETASONE FUROATE,78.0,False,1.0,0.023537269504348854,78.0,0.41393442622950816,0.41393442622950816,0.2187358478669285,248
1428,CHEMBL2110900,0.0200209097069611,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,dapoxetine,76.0,False,1.0,0.005800990484278864,76.0,0.430327868852459,0.430327868852459,0.21806442966836892,249
2204,CHEMBL1101,0.0017098842964396,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,biperiden,75.5,False,1.0,0.0004954331585350101,75.5,0.43442622950819676,0.43442622950819676,0.21746083133336588,250
2514,CHEMBL1907089,0.0005582865317778,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ML298,75.5,False,1.0,0.00016176162350994616,75.5,0.43442622950819676,0.43442622950819676,0.21729399556585335,251
3370,CHEMBL1378945,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,MR-16728,75.5,False,1.0,0.0,75.5,0.43442622950819676,0.43442622950819676,0.21721311475409838,252
3941,CHEMBL2139947,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,wnt-c59,75.5,False,1.0,0.0,75.5,0.43442622950819676,0.43442622950819676,0.21721311475409838,252
1684,CHEMBL364005,0.011743778210036,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,EMD-386088,76.0,False,1.0,0.0034027197886124846,76.0,0.430327868852459,0.430327868852459,0.21686529432053575,254
548,CHEMBL104,0.0796746065872487,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,clotrimazole,78.5,False,1.0,0.023085446236770737,78.5,0.4098360655737705,0.4098360655737705,0.2164607559052706,255
1919,CHEMBL2220483,0.0036689968149143,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BCX-1470,76.0,False,1.0,0.0010630793466276467,76.0,0.430327868852459,0.430327868852459,0.21569547409954332,256
4037,CHEMBL243001,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,YIL-781,76.0,False,1.0,0.0,76.0,0.430327868852459,0.430327868852459,0.2151639344262295,257
4312,CHEMBL3407553,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LDN-57444,76.0,False,1.0,0.0,76.0,0.430327868852459,0.430327868852459,0.2151639344262295,257
4313,CHEMBL3407862,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,AMG-PERK-44,76.0,False,1.0,0.0,76.0,0.430327868852459,0.430327868852459,0.2151639344262295,257
754,CHEMBL669,0.0554543150486274,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyclobenzaprine,78.0,False,1.0,0.016067699151424718,78.0,0.41393442622950816,0.41393442622950816,0.21500106269046643,260
1938,CHEMBL334491,0.0033986413910117,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,budipine,76.5,False,1.0,0.0009847447821953988,76.5,0.42622950819672134,0.42622950819672134,0.21360712648945837,261
1245,CHEMBL1382,0.0315507609441927,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tolterodine,77.5,False,1.0,0.00914172566021726,77.5,0.4180327868852459,0.4180327868852459,0.2135872562727316,262
2140,CHEMBL521179,0.0019481338657281,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,SR-3677,76.5,False,1.0,0.0005644651608043968,76.5,0.42622950819672134,0.42622950819672134,0.21339698667876286,263
2199,CHEMBL509051,0.0017176304592064,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,FERb-033,76.5,False,1.0,0.0004976775828472709,76.5,0.42622950819672134,0.42622950819672134,0.2133635928897843,264
2442,CHEMBL508280,0.0007200834447181,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,BI-78D3,76.5,False,1.0,0.00020864172866451056,76.5,0.42622950819672134,0.42622950819672134,0.21321907496269293,265
4077,CHEMBL260580,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,cyclopiazonic-acid,76.5,False,1.0,0.0,76.5,0.42622950819672134,0.42622950819672134,0.21311475409836067,266
4571,CHEMBL4303305,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,LH846,76.5,False,1.0,0.0,76.5,0.42622950819672134,0.42622950819672134,0.21311475409836067,266
4731,CHEMBL4303719,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,JTE-607,76.5,False,1.0,0.0,76.5,0.42622950819672134,0.42622950819672134,0.21311475409836067,266
652,CHEMBL277535,0.0666358261501474,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,bifonazole,79.0,False,1.0,0.01930750395795773,79.0,0.40573770491803274,0.40573770491803274,0.21252260443799523,269
1098,CHEMBL261557,0.035393941756362,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,tyrphostin-AG-835,78.0,False,1.0,0.010255274227543633,78.0,0.41393442622950816,0.41393442622950816,0.2120948502285259,270
1988,CHEMBL1200675,0.0030535652608115,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Toremifene citrate,77.0,False,1.0,0.0008847601472840725,77.0,0.4221311475409836,0.4221311475409836,0.21150795384413382,271
3376,CHEMBL139055,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,isopropyl-palmitate,77.0,False,1.0,0.0,77.0,0.4221311475409836,0.4221311475409836,0.2110655737704918,272
4692,CHEMBL4303618,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,heclin,77.0,False,1.0,0.0,77.0,0.4221311475409836,0.4221311475409836,0.2110655737704918,272
558,CHEMBL1200877,0.0790543832405226,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,flumethasone-pivalate,80.0,False,1.0,0.022905738631814367,80.0,0.39754098360655743,0.39754098360655743,0.2102233611191859,274
493,CHEMBL1201,0.0922526831512946,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,thiothixene,80.5,False,1.0,0.02672990113550053,80.5,0.39344262295081966,0.39344262295081966,0.2100862620431601,275
2034,CHEMBL7939,0.0025989646046469,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,CGP-53353,77.5,False,1.0,0.0007530411535342098,77.5,0.4180327868852459,0.4180327868852459,0.20939291401939006,276
2567,CHEMBL187709,0.0004783677612598,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,Triparanol,77.5,False,1.0,0.00013860543160479051,77.5,0.4180327868852459,0.4180327868852459,0.20908569615842534,277
5121,CHEMBL88588,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ORG-25543,77.5,False,1.0,0.0,77.5,0.4180327868852459,0.4180327868852459,0.20901639344262296,278
1337,CHEMBL15192,0.0247209112312814,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,beta-lapachone,78.5,False,1.0,0.007162799938381668,78.5,0.4098360655737705,0.4098360655737705,0.20849943275607608,279
55,CHEMBL2316582,0.5763136690335242,0.4524790334545282,0.0,1.1311975836363206,0.9426646530302673,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,Bcr/Abl fusion protein inhibitor,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation | MoA: Bcr/Abl fusion protein inhibitor,GZD824,98.0,False,1.0,0.16698492520851407,98.0,0.25,0.25,0.20849246260425702,280
271,CHEMBL441225,0.2362363849199718,0.2102994524510134,0.0,1.4019963496734231,0.0,,Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,,True,Relevant pathways: Cargo recognition for clathrin-mediated endocytosis; Clathrin-mediated endocytosis,CP-99994,86.0,False,1.0,0.06844868894667244,86.0,0.3483606557377049,0.3483606557377049,0.20840467234218868,281
1366,CHEMBL1055,0.0235256309983989,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,chlorthalidone,78.5,False,1.0,0.006816471556780348,78.5,0.4098360655737705,0.4098360655737705,0.20832626856527542,282
49,CHEMBL558752,0.631055696283728,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,RAF265,100.0,False,1.0,0.18284624139327038,100.0,0.23360655737704916,0.23360655737704916,0.20822639938515977,283
3414,CHEMBL143181,0.0,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,ZM-226600,78.0,False,1.0,0.0,78.0,0.41393442622950816,0.41393442622950816,0.20696721311475408,284
629,CHEMBL644,0.0702153120062781,0.0,0.0,0.0,0.0,,,,False,No direct host-centric antiviral hits detected in provided protein/pathway/MoA fields; ranked via background association scores.,trimipramine,80.5,False,1.0,0.020344647808759143,80.5,0.39344262295081966,0.39344262295081966,0.20689363537978941,285
58,CHEMBL1879463,0.5630913896137206,0.4577042230404515,0.0,3.051361486936344,0.0,,Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,,True,Relevant pathways: Macroautophagy; Synthesis of PIPs at the early endosome membrane; Synthesis of PIPs at the late endosome membrane,NVP-BEZ235,98.0,False,1.0,0.16315381472365492,98.0,0.25,0.25,0.20657690736182746,286
63,CHEMBL576982,0.5476469018996158,0.1696796375454481,0.0,1.1311975836363206,0.0,,FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,,False,Relevant pathways: FCGR3A-mediated phagocytosis; Regulation of actin dynamics for phagocytic cup formation,quizartinib,97.5,False,1.0,0.15867882694460647,97.5,0.25409836065573765,0.25409836065573765,0.20638859380017205,287
