rank,compound_name,chembl_id,priority_hits_count,composite_score,cp_best_score,cp_best_conc_uM,flag_cp_top150,cp_norm,ab_best_infection,ab_best_conc_uM,flag_ab_lt60,ab_norm,cpe_best_inhib,cpe_best_conc_uM,flag_cpe_gt15,cpe_norm,cpe_min_viability,cpe_viability_at_best,flag_cytotox_strong,flag_cytotox_moderate,flag_ab_good_but_cytotox,flag_cp_only,flag_ab_only,flag_cpe_only,flag_cpe_best_at_max_conc,assay_discordance,confounder_notes,discrepancy_explanation,cp_n,ab_n,cpe_n
298,FLI-06,CHEMBL3604460,1,0.40106616622557667,-0.096509205642723,0.8333333333333334,False,0.1341345221942237,104.0,0.8333333333333334,False,0.4772242682690444,23.11,10.0,True,0.9744136460554371,14.2392209,14.2392209,True,False,False,False,False,True,True,0.42248803873448565,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
299,brefeldin-A,CHEMBL19980,1,0.4001231821279046,0.039736433592402,0.8333333333333334,False,0.4407830974995154,107.0,0.8333333333333334,False,0.33649932157394846,47.23,0.1,True,0.9918588873812755,3.270827416,28.4289015,True,False,False,False,False,True,False,0.3521495403495197,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
300,NVP-BSK805,CHEMBL1092926,1,0.39932651590154095,0.045680742999198,0.8333333333333334,False,0.45919751889901145,116.5,0.8333333333333334,False,0.03615041674743167,63.29,10.0,True,0.9972862957937585,48.40670638,48.40670638,True,False,False,False,False,True,True,0.48171405080349783,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
301,toremifene,CHEMBL1655,1,0.3819122548188456,-0.0543676678104,0.8333333333333334,False,0.20566001163016087,112.0,0.8333333333333334,False,0.13820507850358596,23.67,10.0,True,0.9749951540996317,53.58676663,53.58676663,True,False,False,False,False,True,True,0.46487352402878845,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
302,LY2228820,CHEMBL2364627,1,0.3714270678922223,-0.205029010479169,10.0,False,0.03644117076952898,111.0,10.0,False,0.16805582477224268,55.22,10.0,True,0.9949602636169801,58.74334121,58.74334121,True,False,False,False,False,True,True,0.5195915414185911,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
303,NVP-BGJ398,CHEMBL1852688,1,0.37125581035958033,-0.052813576792833,0.8333333333333334,False,0.20973056793952316,117.0,0.8333333333333334,False,0.029753828261290947,23.86,10.0,True,0.9753828261290948,66.21505917,66.21505917,True,False,False,False,False,True,True,0.5021336490259115,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
304,perhexiline,CHEMBL75880,1,0.37002243617910924,-0.21914180703052,0.8333333333333334,False,0.029269238224462105,113.5,0.8333333333333334,False,0.0937197131226982,48.55,10.0,True,0.99244039542547,71.14524119,71.14524119,False,True,False,False,False,True,True,0.5384470581492199,Moderate cytotoxicity (min viability 70–80%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
305,LDC1267,CHEMBL3808844,1,0.36738224462105057,0.685089283391714,10.0,True,0.9905020352781547,110.5,10.0,False,0.18482264004652063,0.24,0.83333,False,0.1309362279511533,96.91412842,96.91412842,False,False,False,True,False,False,False,0.48146935008628244,Morphology rescue (top 150) without supporting AB/CPE efficacy: possible morphological modulation unrelated to viral suppression,"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
306,dronedarone,CHEMBL184412,1,0.3629026775915148,-0.067564783522998,0.8333333333333334,False,0.17891064159720876,115.5,0.8333333333333334,False,0.04991277379337081,29.32,10.0,True,0.9811979065710409,61.91625615,61.91625615,True,False,False,False,False,True,True,0.5045785872008857,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
307,tetrindole,CHEMBL4303571,1,0.35220928002118634,-6.12073407034452e-06,0.8333333333333334,False,0.33397945338243845,107.5,0.8333333333333334,False,0.31343283582089554,20.76,10.0,True,0.9716999418491956,1.29852108,1.29852108,True,False,False,False,False,True,True,0.3742604190895187,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
308,mycophenolate-mofetil,CHEMBL1456,1,0.34575906653173094,-0.124396374668304,10.0,False,0.09536731924791626,108.5,10.0,False,0.2657491761969374,16.78,10.0,True,0.9639465012599341,31.29451632,31.29451632,True,False,False,False,False,True,True,0.46024255875338654,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
309,NSC-3852,CHEMBL1479316,1,0.34294502936078214,-0.131051816191001,10.0,False,0.08838922271758093,108.5,10.0,False,0.2657491761969374,19.55,10.0,True,0.9690831556503199,30.14757949,30.14757949,True,False,False,False,False,True,True,0.4657891231119625,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
310,K-Ras(G12C)-inhibitor-12,CHEMBL4293433,1,0.3318085851299234,-0.138278224398255,10.0,False,0.08238030626090327,111.0,10.0,False,0.16805582477224268,30.36,10.0,True,0.9823609226594301,40.06594229,40.06594229,True,False,False,False,False,True,True,0.49672228941504143,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
311,MLN9708,CHEMBL1813256,1,0.31883015943531356,-0.046394538942894,0.8333333333333334,False,0.2234929249854623,108.5,0.8333333333333334,False,0.2657491761969374,34.19,0.83333,True,0.9846869548362086,4.806729407,10.51682321,True,False,False,False,False,True,False,0.42779930485404716,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
312,NSC-319726,CHEMBL1976486,1,0.3141649265647122,0.026760051702055,0.8333333333333334,False,0.4025974025974026,113.5,0.8333333333333334,False,0.0937197131226982,20.06,10.0,True,0.9705369257608064,14.53590666,14.53590666,True,False,False,False,False,True,True,0.4447413393207277,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
313,bruceantin,CHEMBL509895,1,0.3132039160259159,-0.026531492872869,0.8333333333333334,False,0.26865671641791045,109.0,0.8333333333333334,False,0.24287652645861602,26.84,0.1,True,0.9788718743942625,2.51358812,59.1382769,True,False,False,False,False,True,False,0.4176839596705914,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
314,BIBU-1361,CHEMBL1358485,1,0.3131097391213656,-0.27304779952023,10.0,False,0.015894553207986044,111.5,10.0,False,0.15332428765264586,21.65,10.0,True,0.9730567939523164,42.89460315,42.89460315,True,False,False,False,False,True,True,0.517527433878401,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
315,fluphenazine,CHEMBL726,1,0.300413588722548,-0.173632426205165,0.8333333333333334,False,0.053111068036441174,116.0,0.8333333333333334,False,0.042643923240938165,20.52,10.0,True,0.9715061058344641,52.02044615,52.02044615,True,False,False,False,False,True,True,0.5332829081617327,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
316,emetine,CHEMBL50588,1,0.2887441907037275,-0.193092670486945,0.8333333333333334,False,0.04225625121147509,108.0,0.8333333333333334,False,0.28920333397945336,36.23,0.1,True,0.9864314789687924,6.899110668,54.91535646,True,False,False,False,False,True,False,0.4896557989314997,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
317,sorafenib,CHEMBL1336,1,0.2881905134219664,-0.24553310918952,0.8333333333333334,False,0.02151579763520062,118.5,0.8333333333333334,False,0.016863733281643728,16.38,10.0,True,0.9633649932157394,55.55532923,55.55532923,True,False,False,False,False,True,True,0.5451247844875043,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
318,Bardoxolone Methyl,CHEMBL1762621,1,0.283669315758868,-0.259112604595028,10.0,False,0.0188020934289591,107.0,10.0,False,0.33649932157394846,33.7,0.83333,True,0.9839116107772824,-0.287620149,5.524808006,True,False,False,False,False,True,False,0.4918520410073922,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
319,oprozomib,CHEMBL2103884,1,0.27426092040004646,-0.312421619686766,0.8333333333333334,False,0.009110292692382244,108.0,0.8333333333333334,False,0.28920333397945336,38.6,0.1,True,0.9877883310719131,4.230439104,72.40590271,True,False,False,False,False,True,False,0.5040310527382414,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
320,tyrphostin-AG-1478,CHEMBL7917,1,0.270221730630849,-0.318073238739359,10.0,False,0.00872262066291917,117.5,10.0,False,0.023938747819344835,17.87,10.0,True,0.9656910253925179,48.18948698,48.18948698,True,False,False,False,False,True,True,0.5481662476674104,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact; CPE effect only at highest concentration tested (10 µM): possible concentration-dependent artifact/off-target toxicity,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
321,Omaveloxolone (RTA-408),CHEMBL5308387,1,0.2071040899399108,-0.212368348833675,10.0,False,0.03275828648962977,111.5,10.0,False,0.15332428765264586,17.21,0.83333,True,0.9645280093041287,-0.090424235,7.733235344,True,False,False,False,False,True,False,0.5067514931751501,Strong cytotoxicity in non-infected cells (min viability <70%); CPE protection without AB/CP support: could be host-cell protection downstream of infection or assay artifact,"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
355,cyclopiazonic-acid,CHEMBL260580,0,0.9186647153484009,0.360747122796901,0.8333333333333334,False,0.9441752277573173,76.5,0.8333333333333334,False,0.9583252568327195,14.21,10.0,False,0.9577437487885249,65.63219744,65.63219744,True,False,False,False,False,False,True,0.008006936965474706,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in AB, weakest in CP. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
357,"1,12-Besm",CHEMBL18794,0,0.917443025203242,0.31227330547601,0.8333333333333334,False,0.9259546423725529,80.5,0.8333333333333334,False,0.9471796859856562,11.44,10.0,False,0.945144407830975,70.51277899,70.51277899,False,True,False,False,False,False,True,0.01171104842939855,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in AB, weakest in CP. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
424,SERTRALINE HYDROCHLORIDE,CHEMBL1709,0,0.8625929061237158,0.142606705567589,0.8333333333333334,False,0.7148672223299088,89.5,0.8333333333333334,False,0.8923240938166311,12.08,10.0,False,0.9497964721845319,77.8070791,77.8070791,False,True,False,False,False,False,True,0.12246480307308309,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
506,walrycin-B,CHEMBL1096283,0,0.8258669035979114,0.399926902276967,0.8333333333333334,False,0.9561930606706726,86.5,0.8333333333333334,False,0.9188796278348517,12.46,0.83333,False,0.9519286683465787,34.43670135,101.0561137,True,False,False,False,False,False,False,0.020423501130776137,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CP, weakest in AB. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
511,BIX-01294,CHEMBL569864,0,0.8244152254409091,0.455500222037774,0.8333333333333334,False,0.9684047295987595,73.5,0.8333333333333334,False,0.9639465012599341,11.67,10.0,False,0.9468889319635588,26.12972654,26.12972654,True,False,False,False,False,False,True,0.011356099815375683,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
532,trifluoperazine,CHEMBL422,0,0.8182292040360293,0.155783054916545,0.8333333333333334,False,0.7447179685985656,96.5,0.8333333333333334,False,0.7654584221748401,14.48,10.0,False,0.9583252568327195,76.18100125,76.18100125,False,True,False,False,False,False,True,0.11779633264823958,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
568,deptropine,CHEMBL1622878,0,0.8048236877603653,0.240151382829899,0.8333333333333334,False,0.8790463268075208,100.0,0.8333333333333334,False,0.645764683078116,12.65,10.0,False,0.9530916844349681,77.26965731,77.26965731,False,True,False,False,False,False,True,0.16039166959366694,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
589,abamectin,CHEMBL3215298,0,0.7976003541310912,0.124703886300715,0.8333333333333334,False,0.6710602830005815,95.5,0.8333333333333334,False,0.7908509401046715,7.76,10.0,False,0.915002907540221,77.29755588,77.29755588,False,True,False,False,False,False,True,0.1219778098773399,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
591,gilteritinib,CHEMBL3301622,0,0.7959559268672903,0.272470117210162,0.8333333333333334,False,0.9065710408993991,91.5,0.8333333333333334,False,0.8696452800930413,10.27,10.0,False,0.9381663113006397,37.23873826,37.23873826,True,False,False,False,False,False,True,0.03429505464982894,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CPE, weakest in AB. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
622,RKI-1447,CHEMBL3218011,0,0.7865794505298992,0.391805736923895,10.0,False,0.9530916844349681,96.5,10.0,False,0.7654584221748401,3.71,0.00833,False,0.7406474122892034,73.1586265,96.87902085,False,True,False,False,False,False,False,0.11615678778090331,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",2,2,10
653,NSC-663284,CHEMBL337173,0,0.7792502787520934,0.142640176362264,0.8333333333333334,False,0.7150610583446404,94.0,0.8333333333333334,False,0.8244814886605931,6.0,0.83333,False,0.8778833107191316,65.37330398,99.27540904,True,False,False,False,False,False,False,0.08300167773204203,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
660,XAV-939,CHEMBL1086580,0,0.7770785023353364,0.148599545933734,0.8333333333333334,False,0.7299864314789688,94.0,0.8333333333333334,False,0.8244814886605931,4.88,0.001,False,0.8308780771467339,69.5927888,94.6018885,True,False,False,False,False,False,False,0.056493888078813954,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
675,PR-619,CHEMBL4303622,0,0.7718103771155359,0.12470732571841,0.8333333333333334,False,0.6714479550300446,98.5,0.8333333333333334,False,0.7011048652839698,11.18,10.0,False,0.9433998836983911,77.32659318,77.32659318,False,True,False,False,False,False,True,0.1491890633730053,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
680,niceritrol,CHEMBL1697762,0,0.7705681093672756,0.128962711708791,0.8333333333333334,False,0.6826904438844738,96.5,0.8333333333333334,False,0.7654584221748401,6.17,10.0,False,0.8835045551463462,73.79421409,73.79421409,False,True,False,False,False,False,True,0.10092219364581206,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
681,miltefosine,CHEMBL125,0,0.7704683744249371,0.182373868799197,0.8333333333333334,False,0.7956968404729599,94.5,0.8333333333333334,False,0.8131420817987982,3.55,10.0,False,0.723202170963365,77.2666287,77.2666287,False,True,False,False,False,False,True,0.04769521484262998,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in AB, weakest in CPE. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
689,tamoxifen,CHEMBL83,0,0.7681638312321671,0.134943451582339,0.8333333333333334,False,0.6974219810040706,95.5,0.8333333333333334,False,0.7908509401046715,11.17,10.0,False,0.9432060476836597,58.9383373,58.9383373,True,False,False,False,False,False,True,0.12406373136254306,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
704,tipifarnib,CHEMBL289228,0,0.7636150724800446,0.397592833859151,0.8333333333333334,False,0.955611552626478,89.0,0.8333333333333334,False,0.8971699941849196,2.2,0.83333,False,0.496220197712735,76.86684698,82.67327582,False,True,False,False,False,False,False,0.25007218025123895,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
711,NMS-E973,CHEMBL2443044,0,0.7624255607181819,0.24693719942364,0.8333333333333334,False,0.8879627834851715,95.5,0.8333333333333334,False,0.7908509401046715,3.95,0.1,False,0.7671060283000581,62.24295156,106.3991008,True,False,False,False,False,False,False,0.064032395753038,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
712,DPI-201106,CHEMBL314639,0,0.7619796125893875,0.124326555130551,0.8333333333333334,False,0.6698972669121923,75.0,0.8333333333333334,False,0.9618143050978872,4.21,0.83333,False,0.7884279899205272,53.53191094,98.91683918,True,False,False,False,False,False,False,0.14681502180792555,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in AB, weakest in CP. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
713,GSK269962,CHEMBL220241,0,0.7617703190615089,0.305739797048634,10.0,False,0.9238224462105059,97.0,10.0,False,0.7497577049815856,3.5,0.001,False,0.7158364024035666,72.14755387,96.49384109,False,True,False,False,False,False,False,0.11158508213178453,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
771,PF-3845,CHEMBL1651524,0,0.7494213584260854,0.191302312115734,0.8333333333333334,False,0.8133359178135298,95.5,0.8333333333333334,False,0.7908509401046715,3.15,0.83333,False,0.6656328745880985,78.71019873,101.013527,False,True,False,False,False,False,False,0.07958363224970136,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CP, weakest in CPE. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
773,Carmofur,CHEMBL460499,0,0.7492747280944126,0.222098054292609,0.8333333333333334,False,0.8606319054080248,96.0,0.8333333333333334,False,0.7794146152355108,4.18,0.00833,False,0.7865865477805777,58.81824557,101.6090517,True,False,False,False,False,False,False,0.0449636887306003,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CP, weakest in AB. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",2,2,10
797,dioxybenzone,CHEMBL1326877,0,0.7444825479388011,0.1645259316687,0.8333333333333334,False,0.7631323899980617,88.0,0.8333333333333334,False,0.9062802868773018,2.94,10.0,False,0.6377204884667571,67.19406589,67.19406589,True,False,False,False,False,False,True,0.13437747253474666,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in AB, weakest in CPE. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
817,candicidin,CHEMBL1200647,0,0.7383654467427603,0.19827776014906,0.8333333333333334,False,0.8269044388447373,100.5,0.8333333333333334,False,0.6242488854429153,4.79,0.83333,False,0.8253537507268851,77.22638804,103.550263,False,True,False,False,False,False,False,0.1165581720280487,Moderate cytotoxicity (min viability 70–80%),"Discordant profile: strongest relative signal in CP, weakest in AB. Morphology rescue without infection reduction suggests host morphology modulation or imaging artifact.",1,1,5
818,Ro-106-9920,CHEMBL271023,0,0.7381648789481003,0.189873347782223,0.8333333333333334,False,0.8096530335336305,85.5,0.8333333333333334,False,0.9266330684241132,13.97,10.0,False,0.9565807327001357,12.1180547,12.1180547,True,False,False,False,False,False,True,0.07764120463273239,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in CPE, weakest in CP. CPE protection without lowered infection could indicate mitigation of downstream cytotoxicity (e.g., anti-inflammatory/cytoprotective) rather than blocking replication.",1,1,5
823,NSC-697923,CHEMBL1698008,0,0.7362279511533243,0.214912709947758,0.8333333333333334,False,0.8522969567745687,68.0,0.8333333333333334,False,0.9718937778639272,13.52,0.83333,False,0.9554177166117465,-0.072782903,98.52591563,True,False,False,False,False,False,False,0.06481865898857431,Strong cytotoxicity in non-infected cells (min viability <70%),"Discordant profile: strongest relative signal in AB, weakest in CP. AB benefit may reflect reduced viable cell number rather than true viral inhibition.",1,1,5
