name,url,associated_proteins,associated_drugs
Regulation of expression of SLITs and ROBO,,p(HGNC:RPS29); p(HGNC:RPL35A); p(HGNC:RPL36); p(HGNC:RPL23); p(HGNC:RPL5); p(HGNC:RPL11); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPL31); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPL15); p(HGNC:RPL26); p(HGNC:RPS24),
Response of EIF2AK4 (GCN2) to amino acid deficienc,,p(HGNC:RPS29); p(HGNC:RPL35A); p(HGNC:RPL36); p(HGNC:RPL23); p(HGNC:RPL5); p(HGNC:RPL11); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPL31); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPL15); p(HGNC:RPL26); p(HGNC:RPS24),
SARS-CoV-1 modulates host translation machiner,,p(HGNC:RPS29); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPS24),
SARS-CoV-2 modulates host translation machiner,,p(HGNC:RPS29); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPS24),
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC,,p(HGNC:RPS29); p(HGNC:RPL35A); p(HGNC:RPL36); p(HGNC:RPL23); p(HGNC:RPL5); p(HGNC:RPL11); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPL31); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPL15); p(HGNC:RPL26); p(HGNC:RPS24),
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC,,p(HGNC:RPS29); p(HGNC:RPL35A); p(HGNC:RPL36); p(HGNC:RPL23); p(HGNC:RPL5); p(HGNC:RPL11); p(HGNC:RPS27); p(HGNC:RPS26); p(HGNC:RPL31); p(HGNC:RPS7); p(HGNC:RPS10); p(HGNC:RPS19); p(HGNC:RPS17); p(HGNC:RPS28); p(HGNC:RPS27A); p(HGNC:RPL15); p(HGNC:RPL26); p(HGNC:RPS24),
PI3K Cascad,,p(HGNC:FLT3); p(HGNC:PTPN11),
PIP3 activates AKT signalin,,p(HGNC:FLT3); p(HGNC:KIT); p(HGNC:PDGFRB); p(HGNC:PDGFRA); p(HGNC:PTPN11),
Constitutive Signaling by Aberrant PI3K in Cance,,p(HGNC:FLT3); p(HGNC:KIT); p(HGNC:PDGFRB); p(HGNC:PDGFRA); p(HGNC:PTPN11),
RAF/MAP kinase cascad,,p(HGNC:FLT3); p(HGNC:KIT); p(HGNC:PDGFRB); p(HGNC:RET); p(HGNC:CSF2RA); p(HGNC:PDGFRA); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin",,p(HGNC:FLT3); p(HGNC:KIT); p(HGNC:PDGFRB); p(HGNC:PDGFRA); p(HGNC:PTPN11),
FLT3 Signalin,,p(HGNC:FLT3); p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
STAT5 Activatio,,p(HGNC:FLT3); p(HGNC:STAT5B); p(HGNC:PTPN11),
FLT3 mutants bind TKI,,p(HGNC:FLT3),
STAT5 activation downstream of FLT3 ITD mutant,,p(HGNC:FLT3); p(HGNC:STAT5B); p(HGNC:PTPN11),
KW2449-resistant FLT3 mutant,,p(HGNC:FLT3),
semaxanib-resistant FLT3 mutant,,p(HGNC:FLT3),
crenolanib-resistant FLT3 mutant,,p(HGNC:FLT3),
gilteritinib-resistant FLT3 mutant,,p(HGNC:FLT3),
lestaurtinib-resistant FLT3 mutant,,p(HGNC:FLT3),
midostaurin-resistant FLT3 mutant,,p(HGNC:FLT3),
pexidartinib-resistant FLT3 mutant,,p(HGNC:FLT3),
ponatinib-resistant FLT3 mutant,,p(HGNC:FLT3),
quizartinib-resistant FLT3 mutant,,p(HGNC:FLT3),
sorafenib-resistant FLT3 mutant,,p(HGNC:FLT3),
sunitinib-resistant FLT3 mutant,,p(HGNC:FLT3),
tandutinib-resistant FLT3 mutant,,p(HGNC:FLT3),
linifanib-resistant FLT3 mutant,,p(HGNC:FLT3),
tamatinib-resistant FLT3 mutant,,p(HGNC:FLT3),
Signaling by FLT3 ITD and TKD mutant,,p(HGNC:FLT3); p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
Negative regulation of FLT,,p(HGNC:FLT3); p(HGNC:CBL); p(HGNC:RPS27A),
FLT3 signaling through SRC family kinase,,p(HGNC:FLT3),
FLT3 signaling by CBL mutant,,p(HGNC:FLT3); p(HGNC:CBL); p(HGNC:RPS27A),
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarat,,p(HGNC:IDH1),
NADPH regeneratio,,p(HGNC:IDH1),
Neutrophil degranulatio,,p(HGNC:IDH1); p(HGNC:PRKCD); p(HGNC:CD33); p(HGNC:ELANE); p(HGNC:NRAS),
Peroxisomal protein impor,,p(HGNC:IDH1); p(HGNC:RPS27A),
NFE2L2 regulating TCA cycle gene,,p(HGNC:IDH1),
Telomere Extension By Telomeras,,p(HGNC:DKC1); p(HGNC:TERT); p(HGNC:NOP10); p(HGNC:WRAP53); p(HGNC:ACD); p(HGNC:NHP2); p(HGNC:TINF2); p(HGNC:RTEL1),
rRNA modification in the nucleus and cytoso,,p(HGNC:DKC1); p(HGNC:NOP10); p(HGNC:RPS7); p(HGNC:NHP2),
UCH proteinase,,p(HGNC:ASXL1); p(HGNC:RPS27A),
Transcriptional regulation of white adipocyte differentiatio,,p(HGNC:CEBPA),
MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi,,p(HGNC:ABL1); p(HGNC:CEBPA),
VEGF binds to VEGFR leading to receptor dimerizatio,,p(HGNC:KDR); p(HGNC:FLT4),
NOTCH4 Intracellular Domain Regulates Transcriptio,,p(HGNC:FLT4),
High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell,,p(HGNC:KDR); p(HGNC:FLT4),
Disinhibition of SNARE formatio,,p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCG),
Activation of NF-kappaB in B cell,,p(HGNC:PRKCB); p(HGNC:RPS27A),
Trafficking of GluR2-containing AMPA receptor,,p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCG),
Depolymerization of the Nuclear Lamin,,p(HGNC:PRKCA); p(HGNC:PRKCB),
WNT5A-dependent internalization of FZD,,p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCG),
VEGFR2 mediated cell proliferatio,,p(HGNC:KDR); p(HGNC:PRKCD); p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCZ); p(HGNC:KRAS); p(HGNC:NRAS),
RHO GTPases Activate NADPH Oxidase,,p(HGNC:PRKCD); p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCZ),
Response to elevated platelet cytosolic Ca2,,p(HGNC:PRKCA); p(HGNC:PRKCB); p(HGNC:PRKCG),
Formation of the beta-catenin:TCF transactivating comple,,p(HGNC:TERT),
"Regulation of MITF-M-dependent genes involved in DNA replication, damage repair and senescenc",,p(HGNC:TERT),
VEGFA-VEGFR2 Pathwa,,p(HGNC:AXL); p(HGNC:KDR),
Recognition of DNA damage by PCNA-containing replication comple,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
PCNA-Dependent Long Patch Base Excision Repai,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
Termination of translesion DNA synthesi,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
HDR through Homologous Recombination (HRR,,p(HGNC:POLE); p(HGNC:XRCC2); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2); p(HGNC:PALB2),
Gap-filling DNA repair synthesis and ligation in GG-NE,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
Dual Incision in GG-NE,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:ERCC4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
Dual incision in TC-NE,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:ERCC4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
Gap-filling DNA repair synthesis and ligation in TC-NE,,p(HGNC:POLE); p(HGNC:POLE2); p(HGNC:POLD4); p(HGNC:RPS27A); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLE3); p(HGNC:POLD2),
DNA replication initiatio,,p(HGNC:POLA1); p(HGNC:POLE); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:POLE2); p(HGNC:PRIM2); p(HGNC:POLE3),
Activation of the pre-replicative comple,,p(HGNC:POLA1); p(HGNC:POLE); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:POLE2); p(HGNC:PRIM2); p(HGNC:POLE3),
GPVI-mediated activation cascad,,p(HGNC:PRKCZ); p(HGNC:PTPN11),
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition,,p(HGNC:PRKCZ); p(HGNC:RPS27A),
Estrogen-stimulated signaling through PRKC,,p(HGNC:PRKCZ); p(HGNC:KRAS); p(HGNC:NRAS),
Regulation of RAS by GAP,,p(HGNC:NF1); p(HGNC:RPS27A); p(HGNC:KRAS); p(HGNC:NRAS),
RAS signaling downstream of NF1 loss-of-function variant,,p(HGNC:NF1); p(HGNC:KRAS); p(HGNC:NRAS),
TP53 Regulates Transcription of DNA Repair Gene,,p(HGNC:TP53); p(HGNC:FANCC); p(HGNC:FANCD2); p(HGNC:FANCI),
Transport of Mature mRNA derived from an Intron-Containing Transcrip,,p(HGNC:SRSF2); p(HGNC:NUP98); p(HGNC:U2AF1),
mRNA Splicing - Major Pathwa,,p(HGNC:SRSF2); p(HGNC:U2AF1); p(HGNC:SF3B1); p(HGNC:DDX41),
mRNA Splicing - Minor Pathwa,,p(HGNC:SRSF2); p(HGNC:SF3B1),
mRNA 3'-end processin,,p(HGNC:SRSF2); p(HGNC:U2AF1),
Processing of Capped Intron-Containing Pre-mRN,,p(HGNC:SRSF2),
RNA Polymerase II Transcription Terminatio,,p(HGNC:SRSF2); p(HGNC:U2AF1),
Translesion synthesis by REV,,p(HGNC:MAD2L2); p(HGNC:RPS27A),
Translesion synthesis by POL,,p(HGNC:MAD2L2); p(HGNC:RPS27A),
Synthesis of active ubiquitin: roles of E1 and E2 enzyme,,p(HGNC:UBE2T); p(HGNC:RPS27A),
"Interleukin-3, Interleukin-5 and GM-CSF signalin",,p(HGNC:CSF2RA); p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:PTPN11),
Surfactant metabolis,,p(HGNC:CSF2RA),
Defective CSF2RB causes SMDP,,p(HGNC:CSF2RA),
Defective CSF2RA causes SMDP,,p(HGNC:CSF2RA),
Interleukin receptor SHC signalin,,p(HGNC:CSF2RA); p(HGNC:JAK2),
Inhibition of replication initiation of damaged DNA by RB1/E2F,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:PRIM2),
Polymerase switching on the C-strand of the telomer,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:ACD); p(HGNC:POLD4); p(HGNC:PRIM2); p(HGNC:TINF2); p(HGNC:POLD3); p(HGNC:CTC1); p(HGNC:POLD1); p(HGNC:STN1); p(HGNC:POLD2),
Telomere C-strand synthesis initiatio,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:ACD); p(HGNC:PRIM2); p(HGNC:TINF2); p(HGNC:CTC1); p(HGNC:STN1),
Polymerase switchin,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:POLD4); p(HGNC:PRIM2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Removal of the Flap Intermediat,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:POLD4); p(HGNC:PRIM2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Processive synthesis on the lagging stran,,p(HGNC:POLA1); p(HGNC:POLA2); p(HGNC:PRIM1); p(HGNC:POLD4); p(HGNC:PRIM2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Stimuli-sensing channel,,p(HGNC:RAF1); p(HGNC:RPS27A),
Rap1 signallin,,p(HGNC:RAF1),
GP1b-IX-V activation signallin,,p(HGNC:RAF1),
CD209 (DC-SIGN) signalin,,p(HGNC:RAF1); p(HGNC:KRAS); p(HGNC:NRAS),
RAF activatio,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
MAP2K and MAPK activatio,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:KRAS); p(HGNC:NRAS),
Negative feedback regulation of MAPK pathwa,,p(HGNC:RAF1); p(HGNC:BRAF),
Negative regulation of MAPK pathwa,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:RPS27A); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by moderate kinase activity BRAF mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by high-kinase activity BRAF mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by BRAF and RAF1 fusion,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
Paradoxical activation of RAF signaling by kinase inactive BRA,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling downstream of RAS mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
Signaling by RAF1 mutant,,p(HGNC:RAF1); p(HGNC:BRAF); p(HGNC:JAK2); p(HGNC:KRAS); p(HGNC:NRAS),
SHOC2 M1731 mutant abolishes MRAS complex functio,,p(HGNC:RAF1); p(HGNC:BRAF),
Gain-of-function MRAS complexes activate RAF signalin,,p(HGNC:RAF1); p(HGNC:BRAF),
IFNG signaling activates MAPK,,p(HGNC:RAF1); p(HGNC:JAK2),
Meiotic synapsi,,p(HGNC:STAG2); p(HGNC:ACD); p(HGNC:RAD21); p(HGNC:TINF2),
Separation of Sister Chromatid,,p(HGNC:STAG2); p(HGNC:RPS27); p(HGNC:RAD21); p(HGNC:RPS27A),
Establishment of Sister Chromatid Cohesio,,p(HGNC:STAG2); p(HGNC:RAD21),
Cohesin Loading onto Chromati,,p(HGNC:STAG2); p(HGNC:RAD21),
Resolution of Sister Chromatid Cohesio,,p(HGNC:STAG2); p(HGNC:RPS27); p(HGNC:RAD21),
SUMOylation of DNA damage response and repair protein,,p(HGNC:STAG2); p(HGNC:NUP98); p(HGNC:RAD21); p(HGNC:PML),
RET signalin,,p(HGNC:RET); p(HGNC:PRKCA); p(HGNC:PTPN11),
NPAS4 regulates expression of target gene,,p(HGNC:RET),
Formation of the nephric duc,,p(HGNC:RET),
Formation of the ureteric bu,,p(HGNC:RET),
Apoptotic cleavage of cellular protein,,p(HGNC:PRKCD); p(HGNC:PRKCQ),
Calmodulin induced event,,p(HGNC:PRKCD); p(HGNC:PRKCA); p(HGNC:PRKCG),
SHC1 events in ERBB2 signalin,,p(HGNC:PRKCD); p(HGNC:PRKCE); p(HGNC:PRKCA); p(HGNC:KRAS); p(HGNC:NRAS),
DAG and IP3 signalin,,p(HGNC:PRKCD); p(HGNC:PRKCE),
Role of phospholipids in phagocytosi,,p(HGNC:PRKCD); p(HGNC:PRKCE),
HuR (ELAVL1) binds and stabilizes mRN,,p(HGNC:PRKCD); p(HGNC:PRKCA),
CLEC7A (Dectin-1) signalin,,p(HGNC:PRKCD); p(HGNC:RPS27A),
Interferon gamma signalin,,p(HGNC:JAK2); p(HGNC:PRKCD); p(HGNC:PML),
KEAP1-NFE2L2 pathwa,,p(HGNC:PRKCD); p(HGNC:PRKCI); p(HGNC:RPS27A); p(HGNC:PALB2),
NoRC negatively regulates rRNA expressio,,p(HGNC:DNMT1),
STAT3 nuclear events downstream of ALK signalin,,p(HGNC:DNMT1),
Nuclear events stimulated by ALK signaling in cance,,p(HGNC:DNMT1); p(HGNC:NPM1),
Sphingolipid de novo biosynthesi,,p(HGNC:PRKD3); p(HGNC:PRKD1),
ISG15 antiviral mechanis,,p(HGNC:NUP98); p(HGNC:RPS27A),
Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal. [P52948-,,p(HGNC:NUP98),
Transport of the SLBP independent Mature mRN,,p(HGNC:NUP98),
Transport of the SLBP Dependant Mature mRN,,p(HGNC:NUP98),
Transport of Mature mRNA Derived from an Intronless Transcrip,,p(HGNC:NUP98),
Rev-mediated nuclear export of HIV RN,,p(HGNC:NUP98),
Transport of Ribonucleoproteins into the Host Nucleu,,p(HGNC:NUP98),
NS1 Mediated Effects on Host Pathway,,p(HGNC:NUP98),
Viral Messenger RNA Synthesi,,p(HGNC:NUP98),
NEP/NS2 Interacts with the Cellular Export Machiner,,p(HGNC:NUP98),
Regulation of Glucokinase by Glucokinase Regulatory Protei,,p(HGNC:NUP98),
Nuclear import of Rev protei,,p(HGNC:NUP98); p(HGNC:NPM1),
Vpr-mediated nuclear import of PIC,,p(HGNC:NUP98),
snRNP Assembl,,p(HGNC:NUP98),
Separation of Sister Chromatids. [P52948-,,p(HGNC:NUP98),
Resolution of Sister Chromatid Cohesion. [P52948-,,p(HGNC:NUP98),
SUMOylation of ubiquitinylation protein,,p(HGNC:NUP98); p(HGNC:PML),
Nuclear Pore Complex (NPC) Disassembl,,p(HGNC:NUP98),
Regulation of HSF1-mediated heat shock respons,,p(HGNC:NUP98),
SUMOylation of SUMOylation protein,,p(HGNC:NUP98),
SUMOylation of chromatin organization protein,,p(HGNC:NUP98),
SUMOylation of RNA binding protein,,p(HGNC:NUP98),
Transcriptional regulation by small RNA,,p(HGNC:NUP98),
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC,,p(HGNC:NUP98),
RHO GTPases Activate Formins. [P52948-,,p(HGNC:NUP98),
tRNA processing in the nucleu,,p(HGNC:NUP98),
Mitotic Prometaphase. [P52948-,,p(HGNC:NUP98),
HCMV Early Event,,p(HGNC:NUP98); p(HGNC:PML); p(HGNC:EZH2),
HCMV Late Event,,p(HGNC:NUP98),
Postmitotic nuclear pore complex (NPC) reformation. [P52948-,,p(HGNC:NUP98),
EML4 and NUDC in mitotic spindle formation. [P52948-,,p(HGNC:NUP98),
SARS-CoV-2 activates/modulates innate and adaptive immune response,,p(HGNC:NUP98); p(HGNC:RPS27A); p(HGNC:PTPN11),
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA,,p(HGNC:XRCC2); p(HGNC:RTEL1); p(HGNC:PALB2),
Resolution of D-loop Structures through Holliday Junction Intermediate,,p(HGNC:XRCC2); p(HGNC:SLX4); p(HGNC:PALB2),
Homologous DNA Pairing and Strand Exchang,,p(HGNC:XRCC2); p(HGNC:PALB2),
Presynaptic phase of homologous DNA pairing and strand exchang,,p(HGNC:XRCC2),
Defective homologous recombination repair (HRR) due to BRCA1 loss of functio,,p(HGNC:XRCC2); p(HGNC:PALB2),
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding functio,,p(HGNC:XRCC2); p(HGNC:PALB2),
Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding functio,,p(HGNC:XRCC2); p(HGNC:PALB2),
Impaired BRCA2 binding to PALB,,p(HGNC:XRCC2); p(HGNC:PALB2),
Collagen degradatio,,p(HGNC:ELANE),
Degradation of the extracellular matri,,p(HGNC:ELANE),
Activation of Matrix Metalloproteinase,,p(HGNC:ELANE),
Pyroptosi,,p(HGNC:TP53); p(HGNC:ELANE),
Antimicrobial peptide,,p(HGNC:ELANE),
Regulation of Complement cascad,,p(HGNC:ELANE),
Expression of NOTCH2NL gene,,p(HGNC:ELANE),
Amplification of signal from unattached kinetochores via a MAD2 inhibitory signa,,p(HGNC:RPS27),
RHO GTPases Activate Formin,,p(HGNC:RPS27),
Mitotic Prometaphas,,p(HGNC:RPS27),
EML4 and NUDC in mitotic spindle formatio,,p(HGNC:RPS27),
Association of TriC/CCT with target proteins during biosynthesi,,p(HGNC:TP53); p(HGNC:WRAP53),
Interleukin-6 signalin,,p(HGNC:JAK2); p(HGNC:CBL); p(HGNC:PTPN11),
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variant,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:KRAS); p(HGNC:NRAS),
Spry regulation of FGF signalin,,p(HGNC:BRAF); p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:PTPN11),
Regulation of KIT signalin,,p(HGNC:KIT); p(HGNC:PRKCA); p(HGNC:CBL),
EGFR downregulatio,,p(HGNC:CBL); p(HGNC:RPS27A),
TGF-beta receptor signaling activates SMAD,,p(HGNC:CBL),
Constitutive Signaling by EGFRvII,,p(HGNC:CBL); p(HGNC:KRAS); p(HGNC:NRAS),
Negative regulation of FGFR1 signalin,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:PTPN11),
Negative regulation of FGFR2 signalin,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:PTPN11),
Negative regulation of FGFR3 signalin,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:PTPN11),
Negative regulation of FGFR4 signalin,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:PTPN11),
Negative regulation of MET activit,,p(HGNC:CBL); p(HGNC:RPS27A),
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK,,p(HGNC:CBL); p(HGNC:RPS27A),
Cargo recognition for clathrin-mediated endocytosi,,p(HGNC:CBL); p(HGNC:RPS27A),
Clathrin-mediated endocytosi,,p(HGNC:CBL); p(HGNC:RPS27A),
InlB-mediated entry of Listeria monocytogenes into host cel,,p(HGNC:CBL); p(HGNC:RPS27A),
Regulation of signaling by CB,,p(HGNC:CBL); p(HGNC:RPS27A),
Signaling by CSF1 (M-CSF) in myeloid cell,,p(HGNC:CBL); p(HGNC:RPS27A); p(HGNC:KRAS); p(HGNC:PTPN11),
Downstream TCR signalin,,p(HGNC:PRKCQ); p(HGNC:RPS27A); p(HGNC:PTEN),
"Inactivation, recovery and regulation of the phototransduction cascad",,p(HGNC:PRKCQ); p(HGNC:PRKCA),
FCERI mediated NF-kB activatio,,p(HGNC:PRKCQ); p(HGNC:RPS27A),
Netrin-1 signalin,,p(HGNC:PRKCQ),
RAS processin,,p(HGNC:PRKCQ); p(HGNC:RPS27A); p(HGNC:KRAS); p(HGNC:NRAS),
Other interleukin signalin,,p(HGNC:CSF3R),
Signaling by CSF3 (G-CSF,,p(HGNC:CSF3R); p(HGNC:JAK2); p(HGNC:STAT5B); p(HGNC:KRAS); p(HGNC:PTPN11),
Inactivation of CSF3 (G-CSF) signalin,,p(HGNC:CSF3R); p(HGNC:JAK2); p(HGNC:RPS27A); p(HGNC:STAT5B),
Recognition and association of DNA glycosylase with site containing an affected pyrimidin,,p(HGNC:ACD); p(HGNC:TINF2); p(HGNC:MBD4),
Cleavage of the damaged pyrimidin,,p(HGNC:ACD); p(HGNC:TINF2); p(HGNC:MBD4),
Recognition and association of DNA glycosylase with site containing an affected purin,,p(HGNC:ACD); p(HGNC:TINF2),
Cleavage of the damaged purin,,p(HGNC:ACD); p(HGNC:TINF2),
Packaging Of Telomere End,,p(HGNC:ACD); p(HGNC:TINF2),
Processive synthesis on the C-strand of the telomer,,p(HGNC:ACD); p(HGNC:POLD4); p(HGNC:TINF2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Telomere C-strand (Lagging Strand) Synthesi,,p(HGNC:ACD); p(HGNC:POLD4); p(HGNC:TINF2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Removal of the Flap Intermediate from the C-stran,,p(HGNC:ACD); p(HGNC:POLD4); p(HGNC:TINF2); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
DNA Damage/Telomere Stress Induced Senescenc,,p(HGNC:TP53); p(HGNC:ACD); p(HGNC:TINF2),
Inhibition of DNA recombination at telomer,,p(HGNC:ACD); p(HGNC:TINF2),
NOTCH3 Intracellular Domain Regulates Transcription. [Q13422-,,p(HGNC:IKZF1),
p75NTR recruits signalling complexe,,p(HGNC:PRKCI); p(HGNC:RPS27A),
Tight junction interaction,,p(HGNC:PRKCI),
Regulation of actin dynamics for phagocytic cup formatio,,p(HGNC:ABL1),
Role of ABL in ROBO-SLIT signalin,,p(HGNC:ABL1),
Myogenesi,,p(HGNC:ABL1),
RHO GTPases Activate WASPs and WAVE,,p(HGNC:ABL1),
HDR through Single Strand Annealing (SSA,,p(HGNC:ABL1); p(HGNC:ERCC4),
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break,,p(HGNC:ABL1); p(HGNC:TP53); p(HGNC:RPS27A),
Cyclin D associated events in G,,p(HGNC:ABL1); p(HGNC:JAK2); p(HGNC:RPS27A),
RUNX2 regulates osteoblast differentiatio,,p(HGNC:ABL1),
FCGR3A-mediated phagocytosi,,p(HGNC:ABL1),
Factors involved in megakaryocyte development and platelet productio,,p(HGNC:ABL1); p(HGNC:TP53); p(HGNC:JAK2); p(HGNC:GATA2); p(HGNC:GATA1),
"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell",,p(HGNC:ABL1),
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha,,p(HGNC:POLD4); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta,,p(HGNC:POLD4); p(HGNC:POLD3); p(HGNC:POLD1); p(HGNC:POLD2),
Downstream signal transductio,,p(HGNC:PDGFRB); p(HGNC:PDGFRA); p(HGNC:STAT5B); p(HGNC:KRAS); p(HGNC:PTPN11); p(HGNC:NRAS),
Signaling by PDG,,p(HGNC:PDGFRB); p(HGNC:PDGFRA),
Platelet Aggregation (Plug Formation,,p(HGNC:MPL),
Class B/2 (Secretin family receptors,,p(HGNC:SMO),
Hedgehog 'off' stat,,p(HGNC:SMO),
BBSome-mediated cargo-targeting to ciliu,,p(HGNC:SMO),
