chembl_id,drug_name,smiles,phase,approved_for_AML,kg_link_count,evidence_entity_count,protein_count,pathway_count,moa_count,logP,logS,CYP3A4_inhibition,CYP2D6_inhibition,CYP2C9_inhibition,CYP2C19_inhibition,CYP1A2_inhibition,hERG_inhibition,AMES_mutagenic,PGP_inhibition,PAMPA_permeability,BBB_penetration,risk_sum,risk_norm,sol_score,logP_score,perm_score,admet_score
CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,,no,1,1,0,0,1,0.4230999999999994,-2.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.125,0.6066666666666667,0.6057749999999998,0.0,0.5487383333333333
CHEMBL1200983,GALLIUM NITRATE,,,no,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,,no,1,1,0,0,1,3.942700000000003,-3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4766666666666666,0.5143249999999993,1.0,0.7981983333333332
CHEMBL1201000,NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],,no,1,1,0,0,1,-2.138399999999999,-2.46,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,2.0,0.25,0.59,0.0,0.5,0.5055
CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,CN(CCCl)CCCl.Cl,,no,1,1,0,0,1,1.8176,-0.435,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,2.0,0.25,0.9275000000000001,0.9544,0.0,0.63888
CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,,no,1,1,0,0,1,2.1209,-0.714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.125,0.8809999999999999,0.969775,0.5,0.8014049999999999
CHEMBL1201012,FLURANDRENOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,no,1,1,0,0,1,2.498700000000001,-3.62,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,0.1875,0.39666666666666667,0.8753249999999998,0.0,0.5387733333333333
CHEMBL1201014,PREDNISOLONE SODIUM PHOSPHATE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],,no,1,1,0,0,1,-5.581399999999994,-1.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.6733333333333333,0.0,0.0,0.4409166666666666
CHEMBL1201059,PROGUANIL HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,,no,1,1,0,0,1,2.63084,-2.63,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.5,0.5616666666666666,0.84229,0.0,0.4557913333333333
CHEMBL1201064,FLUOROMETHOLONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,3.494100000000002,-5.35,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0625,0.10833333333333339,0.6264749999999994,0.5,0.6000866666666665
CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl,,no,1,1,0,0,1,1.6793999999999998,-2.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.5433333333333333,0.91985,0.0,0.5988866666666667
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,COC(=O)CCC(=O)CN.Cl,,no,1,1,0,0,1,-0.1108,0.626,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,2.0,0.25,1.0,0.47230000000000005,0.0,0.55696
CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,,no,1,1,0,0,1,-0.518799999999997,0.52,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0625,1.0,0.37030000000000074,0.0,0.6021850000000001
CHEMBL1201109,DESONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,no,1,1,0,0,1,2.326700000000001,-3.36,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5,0.1875,0.44,0.9183249999999997,0.0,0.55604
CHEMBL1201112,NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,no,1,1,0,0,1,-1.9713999999999996,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.007150000000000101,0.0,0.50543
CHEMBL1201129,DECITABINE,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,4.0,yes,2,2,1,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201132,NALBUPHINE HYDROCHLORIDE,Cl.Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201148,MEPREDNISONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,no,1,1,0,0,1,2.0118000000000005,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4266666666666667,0.9970499999999999,0.0,0.6347433333333333
CHEMBL1201167,CARVEDILOL PHOSPHATE,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,,no,1,1,0,0,1,2.809400000000001,-4.11,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.5,4.5,0.5625,0.31499999999999995,0.7976499999999997,1.0,0.6256549999999999
CHEMBL1201173,MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,no,1,1,0,0,1,3.9403000000000032,-3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.125,0.39666666666666667,0.5149249999999992,0.0,0.4885683333333331
CHEMBL1201179,LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,,no,1,1,0,0,1,7.797840000000008,-4.33,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.5,0.2783333333333333,0.0,1.0,0.4806666666666667
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201438,ALDESLEUKIN,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201463,CODEINE POLISTIREX,,,no,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201470,HYDROCODONE POLISTIREX,,,no,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201481,PORFIMER SODIUM,,,no,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201506,GEMTUZUMAB OZOGAMICIN,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201556,BECAPLERMIN,,4.0,no,10,6,2,4,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201565,EPOETIN ALFA,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201567,FILGRASTIM,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201587,ALEMTUZUMAB,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201670,SARGRAMOSTIM,,,yes,0,0,0,0,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,4.0,no,32,24,3,20,1,3.560840000000001,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6097899999999997,1.0,0.8552913333333332
CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,,no,1,1,0,0,1,3.6864000000000026,-1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7366666666666667,0.5783999999999994,0.0,0.6130133333333332
CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,,no,1,1,0,0,1,5.952940000000006,-3.36,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,3.5,0.4375,0.44,0.011764999999998471,1.0,0.5372279999999997
CHEMBL1201746,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,no,1,1,0,0,1,0.9816000000000004,-5.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04499999999999993,0.7454000000000001,0.0,0.50808
CHEMBL1201748,CABAZITAXEL,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,,no,1,1,0,0,1,4.5678000000000045,-6.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.25,0.0,0.35804999999999887,1.0,0.5841099999999997
CHEMBL1201749,DIFLUPREDNATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,3.5195000000000025,-7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6201249999999994,1.0,0.7240249999999999
CHEMBL1201752,IXABEPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,,no,1,1,0,0,1,4.050520000000002,-3.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.49,0.4873699999999994,0.0,0.4579739999999998
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,no,1,1,0,0,1,2.5632,-3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.8592,0.0,0.5898399999999999
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,,no,1,1,0,0,1,2.5572000000000004,-2.58,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5,0.4375,0.57,0.8606999999999999,0.0,0.48301499999999997
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,no,1,1,0,0,1,0.5344200000000001,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.125,0.805,0.633605,1.0,0.8439709999999999
CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,,no,1,1,0,0,1,5.544200000000004,-7.96,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.5,0.4375,0.0,0.11394999999999911,1.0,0.46966499999999983
CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2.0,no,37,25,4,20,1,5.772400000000005,-5.35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.25,0.10833333333333339,0.05689999999999884,1.0,0.5455466666666664
CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,1.0,no,4,4,1,3,0,3.00732,-3.48,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.375,0.42,0.74817,1.0,0.702384
CHEMBL1231160,PEVONEDISTAT,NS(=O)(=O)OC[C@@H]1C[C@@H](n2ccc3c(N[C@H]4CCc5ccccc54)ncnc32)C[C@@H]1O,,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1233528,VOLASERTIB,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1234,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,,no,1,1,0,0,1,0.4261000000000068,4.86,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0625,1.0,0.6065250000000018,0.0,0.6494300000000003
CHEMBL1237054,PLICAMYCIN,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,,no,1,1,0,0,1,-0.2492799999999888,-3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4066666666666667,0.43768000000000284,0.0,0.518869333333334
CHEMBL124660,TANDUTINIB,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,2.0,no,32,24,3,20,1,5.034500000000005,-4.54,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.5,0.3125,0.24333333333333332,0.24137499999999878,1.0,0.5875666666666663
CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,4.0,no,3,3,2,0,1,6.681400000000005,-8.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.25,0.0,0.0,0.0,0.26249999999999996
CHEMBL12713,SERTINDOLE,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,,no,1,1,0,0,1,4.627600000000004,-4.76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.25,0.2066666666666667,0.3430999999999991,1.0,0.6224533333333331
CHEMBL1278146,FAMITINIB,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,3.0,no,37,25,4,20,1,3.295020000000001,-3.45,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,2.0,0.25,0.425,0.6762449999999998,1.0,0.7327489999999999
CHEMBL1287853,FEDRATINIB,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,4.0,no,10,9,2,6,1,4.823620000000004,-3.65,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.1875,0.39166666666666666,0.2940949999999991,1.0,0.6715273333333333
CHEMBL1289494,TIVOZANIB,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,3.0,no,27,23,2,20,1,5.6381200000000025,-6.16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.25,0.0,0.09046999999999938,1.0,0.5305939999999998
CHEMBL1289926,AXITINIB,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,,no,1,1,0,0,1,4.639100000000004,-3.52,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0625,0.41333333333333333,0.3402249999999989,0.5,0.6038366666666665
CHEMBL1292,CLOFAZIMINE,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,,no,1,1,0,0,1,7.489800000000005,-6.35,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.5,0.0,0.0,1.0,0.425
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1336,SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,3.0,yes,31,23,3,20,0,,,,,,,,,,,,,,,,,,0.5
CHEMBL134561,ICLAPRIM,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,,no,1,1,0,0,1,2.4332000000000003,-4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2916666666666667,0.8916999999999999,0.0,0.5866733333333334
CHEMBL1351,CARBOPLATIN,,,no,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,2.3744000000000005,-4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.125,0.27999999999999997,0.9063999999999999,0.0,0.54353
CHEMBL136737,NIMUSTINE,Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,,no,1,1,0,0,1,0.7990200000000001,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.125,0.7933333333333333,0.699755,0.0,0.6048676666666667
CHEMBL137,METRONIDAZOLE,Cc1ncc([N+](=O)[O-])n1CCO,,no,1,1,0,0,1,0.0920199999999999,-1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.125,0.8083333333333332,0.5230049999999999,0.5,0.6975176666666667
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,no,1,1,0,0,1,2.716800000000001,-4.12,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.25,0.3133333333333333,0.8207999999999998,0.0,0.4893266666666666
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,,no,1,1,0,0,1,-0.5941000000000001,-1.33,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.125,0.7783333333333333,0.351475,0.0,0.5322116666666666
CHEMBL1413,CICLOPIROX,Cc1cc(C2CCCCC2)n(O)c(=O)c1,,no,1,1,0,0,1,2.4417199999999992,-2.74,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.5,1.0,3.0,0.375,0.5433333333333333,0.8895700000000002,0.5,0.6303306666666667
CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,4.0,yes,2,2,1,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1421,DASATINIB ANHYDROUS,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,4.0,yes,27,23,2,20,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1448,NICLOSAMIDE,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,,no,1,1,0,0,1,3.859500000000001,-4.87,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,4.5,0.5625,0.18833333333333332,0.5351249999999997,1.0,0.5478166666666666
CHEMBL1451,TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,,no,1,1,0,0,1,0.6204999999999998,-3.49,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.25,0.4183333333333333,0.655125,0.0,0.4771916666666666
CHEMBL1455,ALTRETAMINE,CN(C)c1nc(N(C)C)nc(N(C)C)n1,,no,1,1,0,0,1,0.0696000000000001,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.5,0.5174000000000001,0.0,0.50973
CHEMBL1456,MYCOPHENOLATE MOFETIL,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,yes,1,1,0,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1473,FLUTICASONE PROPIONATE,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,4.430000000000004,-7.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.125,0.0,0.39249999999999896,0.5,0.5097499999999997
CHEMBL1475,TRIOXSALEN,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,,no,1,1,0,0,1,3.4644600000000025,-5.09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.1516666666666667,0.6338849999999994,0.0,0.4196103333333332
CHEMBL1483,ALBENDAZOLE,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,,no,1,1,0,0,1,3.2433000000000005,-4.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.24499999999999997,0.6891749999999999,1.0,0.743085
CHEMBL1488,URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,,no,1,1,0,0,1,1.1718,-2.66,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,2.5,0.3125,0.5566666666666666,0.79295,0.0,0.5105483333333334
CHEMBL1489,AZACITIDINE,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,4.0,yes,2,2,1,0,1,,,,,,,,,,,,,,,,,,0.5
CHEMBL1497,BETAMETHASONE VALERATE,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,3.6368000000000023,-4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19166666666666674,0.5907999999999994,1.0,0.7564933333333332
CHEMBL1501,FLUOCINONIDE,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,no,1,1,0,0,1,2.937600000000001,-5.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05666666666666664,0.7655999999999997,0.0,0.5144533333333332
CHEMBL1504,TRIAMCINOLONE ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,no,1,1,0,0,1,2.4188000000000005,-4.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31833333333333336,0.8952999999999999,0.0,0.5489766666666667
CHEMBL1512,FLUNISOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,no,1,1,0,0,1,2.2747000000000006,-3.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.125,0.37833333333333335,0.9313249999999998,0.0,0.5681816666666666
CHEMBL1530428,DEXAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,no,1,1,0,0,1,2.466500000000001,-4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.125,0.215,0.8833749999999998,0.0,0.525925
