chembl_id,compound_name,smiles,total_support_count,num_proteins,num_pathways,num_moas,ADMET_aggregate_score,mechanistic_score,final_score,confidence,source_edges,evidence_pubmed_ids
CHEMBL2103881,DEXMECAMYLAMINE,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,3,0,3,0,0.9444135509941927,0.05263157894736842,0.6768789593801454,H,,
CHEMBL1520,VARDENAFIL,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,3,0,3,0,0.9422764581582681,0.05263157894736842,0.6753829943949982,H,,
CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,5,0,4,1,0.8332084459549871,0.30526315789473685,0.6748248595369121,H,,
CHEMBL2105648,PALOVAROTENE,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,4,1,3,0,0.8430845773008268,0.2789473684210526,0.6738434146368945,H,,
CHEMBL12610,BENZYDAMINE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,12,1,10,1,0.7526610073059117,0.48947368421052634,0.673704810377296,H,,
CHEMBL2103852,CROLIBULIN,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC,39,0,38,1,0.5335393145823856,1.0,0.6734775202076699,M,,
CHEMBL522892,DOVITINIB,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,3,0,3,0,0.938900974121551,0.05263157894736842,0.6730201555692963,H,,
CHEMBL709,ALFUZOSIN,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,3,0,3,0,0.9376371124254022,0.05263157894736842,0.672135452381992,H,,
CHEMBL192,SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,3,0,3,0,0.9374239371638077,0.05263157894736842,0.6719862296988759,H,,
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,10,1,8,1,0.7724793491583484,0.4368421052631579,0.6717881759897912,H,,
CHEMBL277474,ANTIPYRINE,Cc1cc(=O)n(-c2ccccc2)n1C,2,0,2,0,0.9481543925923944,0.02631578947368421,0.6716028116567814,M,,
CHEMBL1197051,ISOXSUPRINE,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3,0,3,0,0.9363144036181658,0.05263157894736842,0.6712095562169266,H,,
CHEMBL299400,BUTORPHANOL TARTRATE,O=C(O)C(O)C(O)C(=O)O.Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,3,0,3,0,0.9348620494018787,0.05263157894736842,0.6701929082655256,H,,
CHEMBL80,NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,3,0,3,0,0.9343461332191506,0.05263157894736842,0.6698317669376159,H,,
CHEMBL426084,SAMIDORPHAN,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,3,0,3,0,0.9343363063665802,0.05263157894736842,0.6698248881408166,H,,
CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.7688153156528488,0.4368421052631579,0.6692233525359415,H,,
CHEMBL1530428,DEXAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,10,1,8,1,0.7688153156528488,0.4368421052631579,0.6692233525359415,H,,
CHEMBL1581,PERINDOPRIL,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,1,0,1,0,0.9560153836272647,0.0,0.6692107685390852,L,,
CHEMBL1528134,BENZYDAMINE HYDROCHLORIDE,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,12,1,10,1,0.7457399132924774,0.48947368421052634,0.668860044567892,H,,
CHEMBL3545241,AC-430,Cc1cc(Nc2nc(C(O)c3ccc(F)cc3)nc3ccccc23)n[nH]1,22,0,21,1,0.6327337488158,0.7526315789473685,0.6687030978552706,M,,
CHEMBL1237072,DIRITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O,1,0,0,1,0.9548605084700403,0.0,0.6684023559290282,L,,
CHEMBL3833371,UPRIFOSBUVIR,CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,1,0,0,1,0.9543534701742179,0.0,0.6680474291219525,L,,
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,9,1,8,0,0.778020391789547,0.4105263157894737,0.667772168989525,H,,
CHEMBL1265,ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,5,1,3,1,0.8229254700671714,0.30526315789473685,0.6676267764154411,H,,
CHEMBL5315049,SITAGLIPTIN FUMARATE,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,1,0,0,1,0.9537512944576766,0.0,0.6676259061203735,L,,
CHEMBL453514,SPIRAMYCIN,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,1,0,0,1,0.953730828270934,0.0,0.6676115797896538,L,,
CHEMBL166863,POLMACOXIB,CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,10,1,9,0,0.7661061358953087,0.4368421052631579,0.6673269267056634,H,,
CHEMBL1201319,METARAMINOL,C[C@H](N)[C@H](O)c1cccc(O)c1,3,0,3,0,0.9306516958813927,0.05263157894736842,0.6672456608011854,H,,
CHEMBL383824,ALVESPIMYCIN,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,1,0,0,1,0.9531029646479515,0.0,0.667172075253566,L,,
CHEMBL1201776,TAPENTADOL,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,3,0,3,0,0.9302327749083417,0.05263157894736842,0.6669524161200497,H,,
CHEMBL532,ERYTHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0,0,1,0.9523633109428107,0.0,0.6666543176599674,L,,
CHEMBL4297658,IPRAGLIFLOZIN L-PROLINE,O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,0,0,1,0.9520885203521824,0.0,0.6664619642465276,L,,
CHEMBL559180,ISOXSUPRINE HYDROCHLORIDE,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl,3,0,3,0,0.9293531672331201,0.05263157894736842,0.6663366907473947,H,,
CHEMBL94081,ALCLOFENAC,C=CCOc1ccc(CC(=O)O)cc1Cl,2,0,2,0,0.9393887745872026,0.02631578947368421,0.665466879053147,M,,
CHEMBL435381,CIMICOXIB,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,10,1,9,0,0.7631998041052266,0.4368421052631579,0.665292494452606,H,,
CHEMBL6068334,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O,1,0,0,1,0.950050018465491,0.0,0.6650350129258437,L,,
CHEMBL592,LEVORPHANOL,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,3,0,3,0,0.9270518757192174,0.05263157894736842,0.6647257866876627,H,,
CHEMBL1201743,SAXAGLIPTIN HYDROCHLORIDE,Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,1,0,0,1,0.9495323331281612,0.0,0.6646726331897128,L,,
CHEMBL227529,ALOGLIPTIN BENZOATE,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,1,0,0,1,0.9494093449300185,0.0,0.6645865414510129,L,,
CHEMBL477772,PAZOPANIB,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,3,0,3,0,0.9263580523991758,0.05263157894736842,0.6642401103636336,H,,
CHEMBL1259059,SOFOSBUVIR,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,1,0,0,1,0.9485386597800198,0.0,0.6639770618460138,L,,
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,1,0,1,0,0.9484399721679557,0.0,0.6639079805175689,L,,
CHEMBL1200534,MOEXIPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,2,0,1,1,0.8513636754355448,0.22631578947368422,0.6638493096469865,M,,
CHEMBL270190,ALVIMOPAN,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,3,0,3,0,0.9256252318891001,0.05263157894736842,0.6637271360065806,H,,
CHEMBL1522,ESZOPICLONE,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,1,0,0,1,0.9474856210024889,0.0,0.6632399347017421,L,,
CHEMBL2110581,BEVASIRANIB,Cc1cn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO)O2)c(=O)[nH]c1=O,10,0,10,0,0.8456686381031392,0.23684210526315788,0.6630206782511447,H,,
CHEMBL514800,APREMILAST,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,4,0,3,1,0.8275302304172131,0.2789473684210526,0.662955371818365,H,,
CHEMBL1741,CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1,0,0,1,0.9449016356678352,0.0,0.6614311449674847,L,,
CHEMBL1237,LISINOPRIL ANHYDROUS,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1,0,1,0,0.9446075221452084,0.0,0.6612252655016458,L,,
CHEMBL1536,ERGOCALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,4,0,3,1,0.8244574089437204,0.2789473684210526,0.66080439678692,H,,
CHEMBL1200688,ERYTHROMYCIN ETHYLSUCCINATE,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,1,0,0,1,0.9438145497363983,0.0,0.6606701848154788,L,,
CHEMBL1256958,EPINEPHRINE BITARTRATE,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,7,0,7,0,0.8757879733454652,0.15789473684210525,0.6604200023944572,H,,
CHEMBL3900409,BRENSOCATIB,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,1,0,0,1,0.9433408363529318,0.0,0.6603385854470522,L,,
CHEMBL431,SPIRAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,1,0,1,0,0.9432861316134558,0.0,0.660300292129419,L,,
CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,1,0,0,1,0.9427733770439157,0.0,0.659941363930741,L,,
CHEMBL3544917,RAPASTINEL,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)[C@@H](C)O,9,0,9,0,0.8519008312147083,0.21052631578947367,0.6594884765871378,H,,
CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],1,0,0,1,0.9419844811732278,0.0,0.6593891368212594,L,,
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,3,0,3,0,0.9193165312709075,0.05263157894736842,0.6593110455738458,H,,
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,3,0,3,0,0.9191888072363316,0.05263157894736842,0.6592216387496427,H,,
CHEMBL341812,IBUFENAC,CC(C)Cc1ccc(CC(=O)O)cc1,1,0,0,1,0.9414834725827602,0.0,0.6590384308079321,L,,
CHEMBL2104964,TEBANICLINE TOSYLATE,Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1,1,0,0,1,0.9414640889554955,0.0,0.6590248622688468,L,,
CHEMBL455461,RADEZOLID,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,1,0,0,1,0.941255073728156,0.0,0.6588785516097091,L,,
CHEMBL2160007,PSI-352938,CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F,1,0,0,1,0.9409736178981455,0.0,0.6586815325287018,L,,
CHEMBL1162175,REGRELOR,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,1,0,1,0,0.9409219915968636,0.0,0.6586453941178045,L,,
CHEMBL1257051,TEDIZOLID,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,1,0,0,1,0.9408702593197207,0.0,0.6586091815238044,L,,
CHEMBL2103854,OMADACYCLINE TOSYLATE,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,1,0,0,1,0.9408246145529479,0.0,0.6585772301870635,L,,
CHEMBL2204263,JNJ-41443532,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,4,0,3,1,0.8212230979206253,0.2789473684210526,0.6585403790707535,H,,
CHEMBL1200790,METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,1,0,0,1,0.9404142403725213,0.0,0.6582899682607649,L,,
CHEMBL24441,BETAHISTINE,CNCCc1ccccn1,1,0,1,0,0.9403873979714721,0.0,0.6582711785800304,L,,
CHEMBL4650322,RUNCACIGUAT,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,3,1,1,1,0.8317934177215188,0.25263157894736843,0.6580448660892737,H,,
CHEMBL1200543,ANILERIDINE PHOSPHATE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,1,0,0,1,0.9389747252923702,0.0,0.6572823077046591,L,,
CHEMBL1236936,CINACIGUAT,O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,3,1,1,1,0.8306794765434742,0.25263157894736843,0.6572651072646424,H,,
CHEMBL1592,QUINAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,1,0,1,0,0.9389480306152488,0.0,0.6572636214306741,L,,
CHEMBL1653,PHENIRAMINE MALEATE,CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,1,0,1,0,0.9389360184119677,0.0,0.6572552128883774,L,,
CHEMBL2028665,REMOGLIFLOZIN ETABONATE,CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,1,0,0,1,0.9386050288222229,0.0,0.657023520175556,L,,
CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1,0,1,0,0.9379683319506518,0.0,0.6565778323654562,L,,
CHEMBL2105749,SAMIDORPHAN L-MALATE,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3.O=C(O)C[C@H](O)C(=O)O,3,0,3,0,0.9149630422565366,0.05263157894736842,0.6562636032637862,H,,
CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1,0,1,0,0.9374972981507748,0.0,0.6562481087055423,L,,
CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,1,0,1,0,0.9374684695051783,0.0,0.6562279286536248,L,,
CHEMBL53292,ISOXICAM,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,1,0,0,1,0.9371860836567025,0.0,0.6560302585596918,L,,
CHEMBL1200392,DOXYLAMINE SUCCINATE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,1,0,1,0,0.9371520930232559,0.0,0.656006465116279,L,,
CHEMBL1201051,CIMETIDINE HYDROCHLORIDE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl,1,0,0,1,0.9367636385045629,0.0,0.655734546953194,L,,
CHEMBL4129286,ADAFOSBUVIR,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,1,0,0,1,0.9364209623464554,0.0,0.6554946736425188,L,,
CHEMBL1200831,SPIRAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl,1,0,0,1,0.9362446104851875,0.0,0.6553712273396312,L,,
CHEMBL142703,VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,1,0,0,1,0.9361463856343833,0.0,0.6553024699440683,L,,
CHEMBL2107830,EMPAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,0,0,1,0.9359956314395055,0.0,0.6551969420076538,L,,
CHEMBL1214827,ONALESPIB,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,1,0,0,1,0.935919810528006,0.0,0.6551438673696042,L,,
CHEMBL1201010,FLUDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,0,0,1,0.935519380737014,0.0,0.6548635665159098,L,,
CHEMBL5303393,VARENICLINE TARTRATE,O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,3,0,3,0,0.9123614103353226,0.05263157894736842,0.6544424609189363,H,,
CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl,1,0,0,1,0.9340662252789895,0.0,0.6538463576952926,L,,
CHEMBL448,PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1,0,0,1,0.9337412422725935,0.0,0.6536188695908154,L,,
CHEMBL224436,JOSAMYCIN,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,1,0,0,1,0.933355400219445,0.0,0.6533487801536114,L,,
CHEMBL1908397,KW-2449,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,1,0,1,0,0.9329626360157358,0.0,0.6530738452110151,L,,
CHEMBL1004,DOXYLAMINE,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,1,0,1,0,0.9322370642545562,0.0,0.6525659449781893,L,,
CHEMBL3287379,CONTEZOLID,O=C1C=CN(c2c(F)cc(N3C[C@H](CNc4ccon4)OC3=O)c(F)c2F)CC1,1,0,0,1,0.93221462948591,0.0,0.652550240640137,L,,
CHEMBL4297625,LICOGLIFLOZIN,CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,1,0,0,1,0.9319129515347767,0.0,0.6523390660743437,L,,
CHEMBL1200974,CARBINOXAMINE MALEATE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,1,0,1,0,0.9312147038831053,0.0,0.6518502927181737,L,,
CHEMBL159226,MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,8,0,7,1,0.7662541877057296,0.38421052631578945,0.6516410892887475,H,,
CHEMBL4459585,ROPSACITINIB,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,20,0,20,0,0.7163879571814703,0.5,0.6514715700270292,H,,
CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1,0,0,1,0.9303635667835256,0.0,0.6512544967484679,L,,
CHEMBL1193,PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1,1,0,1,0,0.9303382321299543,0.0,0.651236762490968,L,,
CHEMBL3039596,FOSINOPRIL SODIUM,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+],2,0,1,1,0.83329453367945,0.22631578947368422,0.6512009104177201,M,,
CHEMBL126,LINEZOLID,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1,0,0,1,0.9298132855193085,0.0,0.6508692998635159,L,,
CHEMBL1200395,ORPHENADRINE CITRATE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,11,0,10,1,0.7309770180105442,0.4631578947368421,0.6506312810284335,H,,
